curpusID,text,product,years,productID
微信公共号文章-1009,约你一起来赏花提起樱花，是否总会想起日本如今赏樱花不必走那么远年月日-月日“唯美乡村”大型樱花旅游节就在家门口！地点：茂名、高州、第一滩、沙琅（共设四站点）站站花海处处美景等着您！除了灿若朝云的樱花，还有海棠、红梅、桃花、月季、美人梅、红叶碧桃等各种花卉绚丽盛开，一起来看春暖花开！天空有花瓣落下大地有花朵盛开水中有落花在转动一年的灿烂时光，以此为开端在那棵粉色的樱树下，我们相约以樱花为名，一起加入这个盛大的节日每站对外售价元/张，但只要约上茂名市交投旅游集散中心，即享优惠购票：人以上结队而行享团价元/张；少于人可按门市价八折优惠购元/张；.米以下儿童统一按元/张购票。服务热线：（）茂名总部：林小姐刘小姐罗小姐陈小姐电白分部：蔡小姐高州分部：唐小姐化州分部：马先生信宜分部：陈小姐,第一滩,2018,ID433
微信公共号文章-1011,春节长线近游：湘西、西南咨询电话：-咨询地址：茂名市站前四路交委汽车站一楼中心联系人：林小姐刘小姐罗小姐陈小姐市区联系人：柯小姐柯先生吴小姐梁小姐邓先生电白分部：蔡小姐高州分部：唐小姐化州分部：马先生李小姐信宜分部：陈小姐谢小姐更多线路敬请关注茂名交投旅游集散中心,湘西,2018,ID434
微信公共号文章-1012,“幸福爸妈”出游预告：井冈山+华东、湖南+京津专列以下专列从湛江始发，出发日期待定，我社协助收客。若参团人数较多，我社可安排车辆接送（往返车费另加元/人）。咨询电话：-咨询地址：茂名市站前四路交委汽车站一楼中心联系人：林小姐刘小姐罗小姐陈小姐市区联系人：柯小姐柯先生吴小姐梁小姐邓先生电白分部：蔡小姐高州分部：唐小姐化州分部：马先生李小姐信宜分部：陈小姐谢小姐更多线路敬请关注茂名交投旅游集散中心,井冈山,2018,ID435
微信公共号文章-1014,新春佳节茂名赏花好去处钱排李花春回大地“李”先知。李花，是粤西信宜早早盛开的迎春花。在乍暖还寒的冬末春初，钱排李花已开得漫山遍野，芬芳烂漫。当地.万多亩遍布山间村寨的李树，在数天内竞相开花，花海如铺如盖，蔚为壮观，放眼望去，整个李乡银装素裹，玉洁冰清，生动灵秀，如诗如画。市民公园黄风铃花黄花风铃木，原产于中南美洲，是热情国度巴西的国花。自从几年前市民公园种植黄花风铃后，春天到市民公园赏黄花风铃花已经成了不少市民的“保留节目”。每年三四月份，春江水暖花先开，在市民公园北面的湖边（即风铃林石碑处）就悄悄盛开了一大片花海。从远处望去，湖边金黄一片，十分壮观。走进花丛中，树枝上挂满漏斗状鲜黄色硕大的花冠，鲜艳夺目，可谓是满树尽带“黄金甲”。刚刚开花不久的时候，地上的落花还不是很多，娇艳的花朵一簇一簇地堆满枝头，沉沉欲坠，随处皆可入画。花期过半，金色的花朵从枝桠上飘落下来，树下开始铺满了黄色的落花，就像在林子里铺上了金线织就的地毯，令游人直叫好浪漫。新春花卉观赏旅游节提起樱花，是否总会想起日本？如今赏樱花不必走那么远年月日-月日“唯美乡村”大型樱花旅游节就在家门口！地点：高州、第一滩、沙琅（共设三站点）站站花海处处美景等着您！除了灿若朝云的樱花，还有海棠、红梅、桃花、月季、美人梅、红叶碧桃等各种花卉绚丽盛开，一起来看春暖花开！每站对外售价元/张，但只要约上茂名市交投旅游集散中心，即享优惠购票：人以上结队而行享团价元/张；少于人可按门市价八折优惠购元/张；.米以下儿童统一按元/张购票。服务热线：（）茂名总部：林小姐刘小姐罗小姐陈小姐电白分部：蔡小姐高州分部：唐小姐化州分部：马先生信宜分部：陈小姐,钱排,2018,ID436
微信公共号文章-1016,春节去哪里，手指点这里春节出行，桂林赏花，茂名观海，多彩路线等着您！茂名总部：林小姐刘小姐罗小姐陈小姐电白分部：蔡小姐高州分部：唐小姐化州分部：马先生信宜分部：陈小姐,桂林,2018,ID437
微信公共号文章-1017,三八妇女节出游预告多彩张家界以下专列从湛江始发，出发日期待定，我社协助收客。若参团人数较多，我社可安排车辆接送（往返车费另加元/人）。幸福江南精彩京津茂名总部：林小姐刘小姐罗小姐陈小姐电白分部：蔡小姐高州分部：唐小姐化州分部：马先生信宜分部：陈小姐,张家界,2018,ID438
微信公共号文章-1027,"号起信宜神马快车推出学生票元，仲有省站到大学城爱心元免费坐年“史上最长寒假”结束啦！各位同学准备开学啰！其实。。。在这喜气洋洋的日子里安全返校才是爸爸妈妈最惦记的事情好心交投为各位学子筹划一场票价优惠情暖学子的校园公益爱心行（你也可以成为我们的一员，后面有招聘启示哦）校园公益爱心行、从本月号起推出元信宜汽车站-广州省站学生票优惠活动；、月日至月日，省站推出一元献爱心免费从省站送学生到大学城你没有看错每位学子仅需支付元便可搭乘校园接驳直通车返回广州大学城省汽车客运站→广州大学城线路时间：月日-月日（本次活动所有收益，将捐献给祈福颐老院、江海长者爱心饭堂）神马快车欢迎您！～信宜汽车客运站、信宜神马快车微信购票号～信宜汽车客运站咨询电话:-信宜神马快车联系电话：-地址：信宜市人民南路号广州省站信宜乘车专区广东省汽车客运站于去年月日开辟“信宜旅客候乘专区”。该专区为信宜旅客开设专属绿色通道,提供咨询、购票、候乘、安检、检票、乘车“一条龙”服务。在广州广州省站坐车，我们信宜人待遇就是不一样。～省站微信购票号～神马快车温馨提示您留意以下通告：神马快车招聘启事大客（牌）司机若干名：、不违反计划生育条例；无刑事犯罪记录。、初中以上文化，年龄在周岁以下。、身体健康，无妨碍安全行车疾病，未发生较大及以上责任行车事故，无酗酒、赌博等影响安全行车的不良嗜好和习性。、须持有效的“”《驾驶证》、《从业资格证》，具有年以上或.万安全公里驾驶经历。符合以上条件者，请持《身份证》、《毕业证》、《驾驶证》、《从业资格证》的原件和复印件、交警大队提供的驾驶员个人信息表和原始资料表及一寸彩色相片张报名。待遇：元-元；待遇构成含服务质量奖、勤工奖、安全奖、激励提成奖、带薪年假、社保、医保、节假日加班费、节假日奖励、节油奖、节胎奖。报名时间：年月日起,满额为止。报名地点：信宜汽车站二楼人力资源办公室。考试时间：另行通知。本次招聘，统一考试、综合打分、择优录取咨询电话：、茂名市交通建设投资集团有限公司信宜运输分公司年月日部分图片内容来自网络，未找到原出处，侵权即删！",大学,2018,ID439
微信公共号文章-1031,【高州学生购票大优惠】高州汽车客运站（省站）大学生乘车优惠走进校园生活的美好时光，恰似流光溢彩的画卷，烙在我们记忆的深处，这段激情燃烧的岁月，放飞青春！放飞梦想！历久弥新，永不褪色！高州汽车客运站年月日起至年月日期间，大学生凭学生证购票乘坐广州、佛山、东莞、深圳方向的公营车班次，一律每位优惠价：元。米生花(☆＿☆)公营车为祖国的作贡献以安全生产管理体系为准绳纽带确保轻松愉快便捷舒畅安全之路高州汽车客运站（省站）业务咨询、服务质量监督电话旧站电话：新站电话：微信购票请长按二维码广州公交集团省汽车客运站携手如约城际、永安保险为各位学子筹划一场校园公益爱心行每位学子仅需支付元便可搭乘校园接驳直通车返回广州大学城省汽车客运站→广州大学城线路时间：月日-月日本次活动所有收益，将捐献给祈福颐老院、江海长者爱心饭堂部分图片内容来自网络，未找到原出处，侵权即删！,高州汽车客运站,2018,ID440
微信公共号文章-1035,"纯净西藏——心灵的归宿纯净湛蓝的天空、雄奇壮美的神山圣湖、淳朴而彪悍的民俗民风、神秘而虔诚的宗教信仰以及曼妙生花的异域风情…这就是西藏。西藏自治区位于青藏高原的西南部，雪域高原的人好像就为给众生祈福而生，每天念经、转经筒、磕长头，日复一日，年复一年，这就是他们的生活习惯。这片土地的山水与之人们的宗教信仰让西藏赋予了神秘的色彩，所有的人向往这里，人们想去接触它，了解它，融入它。西藏旅游资源丰富，雄奇壮观的布达拉宫、日日被信徒膜拜的大昭寺、热闹的八廓街、世界第一高峰珠穆朗玛、圣湖纳木错、神山冈仁波齐......所有的一切，使西藏成为独一无二的旅游胜地，对于许多旅游者，前往西藏旅游是其他任何地方都无可替代的。西藏旅游热门城市以拉萨为主，而拉萨周边的日喀则、山南、林芝，都各具特色，不可错过。如果你有幸来到这里，不必匆匆忙忙去看著名的景点，走马观花去看一些景点，不仅让身体吃不消，也让你永远都只能作为来西藏观光的一名游客，看不清神秘面纱背后真正的西藏。尝试着把自己当做西藏人，在拉萨，用当地人的方式去生活，走走每个地方的大街小巷，学一学简单的藏语，毫无顾虑的与当地的陌生人去友好微笑的交流，与藏族的小孩子玩耍，走在路上你也会收到陌生人对你投来的微笑与热情的招呼。仰望布达拉宫的时候，去问问藏族人他们眼里的布达拉宫;转冈仁波齐神山时，去了解它的故事;看纳木错圣湖时，去听听它的传说，站在珠穆朗玛峰脚下时，探索一下除了高之外的其它魅力。当路过一些寺庙时，进去听听僧侣们呢呢喃喃的经文，用真诚的心拜拜佛;在路上碰见西藏有困难的人，尽自己的绵薄之力去帮助他们。吃西藏的美食，饮西藏的茶水，若别人再提起它你不会觉得它只是你曾经去过的景点而会觉得象家乡一样美好亲切。拉萨——圣城访古拉萨，一座独具魅力的城市。她千年的历史留下了无数的历史遗迹。浓重的宗教氛围给人以梦游历史的感觉。她以其特有的古典与淳朴，透露出田园般宁静的心绪。布达拉宫，哲蚌寺，罗布林卡，早已享誉中外；天湖纳木错，更是令人心驰神往。林芝——秘境寻幽林芝，西藏的江南，太阳王的宝座。古老的传统文化与宗教，使林芝拥有了著名的人文景观；巴松措，大峡谷，鲁朗牧场等独特的自然风光，让林芝拥有了得天独厚的资源。西藏，这是一片神奇的高原土地，是世界的屋脊，是这个星球上的净土，众神的所在，更是无数旅游爱好者心中无数次神往的地方。你，怎能错过？产品推介产品一：西藏、拉萨、林芝、三飞天＜青藏铁路，布达拉宫＞★西宁/兰州进，拉萨返，低海拔进藏！★全程入住高级酒店！★西藏高性价比精华景点--布达拉宫，大昭寺，林芝巴松措，纳木错！★虔诚祈福：米拉山口举行藏式仪式，写上自己的心愿，挂经幡祈福，祈祷众生吉祥如意！★专业配备：赠送预防高原反应保健品红景天，旅游汽车全程配备应急氧气，助您更好适应高原环境。行程简介第天茂名-广州-西宁/兰州餐饮：早餐×|午餐×|晚餐第天西宁-青海湖-硬卧火车上餐饮：酒店早餐√|团队午餐√|晚餐×第天火车上-拉萨餐饮：早餐×|午餐×|团队晚餐√第天拉萨-巴松措-林芝餐饮：酒店早餐√|团队午餐√|团队晚餐√第天林芝-拉萨餐饮：酒店早餐√|团队午餐√|团队晚餐√第天拉萨市内-自由活动餐饮：酒店早餐√|团队午餐√|团队晚餐√第天拉萨-羊卓雍湖-自由活动-拉萨餐饮：酒店早餐√|团队午餐√|团队晚餐√第天拉萨-成都/重庆/昆明/西安-广州餐饮：酒店早餐√|午餐×|晚餐×价格预计：元/人（视出发日期和具体人数确定最终价格）产品二：西藏、拉萨、林芝、三飞天＜青藏铁路+雅鲁藏布大峡谷＞★◆特色【品游西藏】：西宁/兰州进林芝返，赏青藏铁路沿途景观带，从低海拔逐步进入高海拔，省却小时回头路。【精选酒店】：全程豪华酒店；林芝特别安排晚景区内“喜马拉雅”系列主题酒店,享美景环抱酣眠夜。【精华景点】：游青海湖、布达拉宫、大昭寺、羊湖、巴松措、苯日神山、雅鲁藏布江大峡谷...西藏精华景点，一次揽遍。【藏地风味】：品手抓羊肉、野生菌火锅、藏式风味餐、巴河鱼风味餐、林芝石锅鸡，丰盛美食发现舌尖藏韵。【增值服务】：赠送游览苯日神山景区，令前往大峡谷景区缩短小时车程，最顺畅线路。【专业配备】：赠送预防高原反应保健品红景天，旅游汽车全程配备应急氧气，助您更好适应高原环境。行程简介第天：茂名-广州-西宁或兰州餐饮：早餐│午餐│团队晚餐√手抓羊肉第天西宁-青海湖-硬卧火车上餐饮：酒店早餐√│团队午餐√│晚餐第天火车上-拉萨餐饮：早餐│午餐│团队晚餐√第天拉萨市内餐饮：酒店早餐√│团队午餐√│团队晚餐√养生菌火锅第天拉萨-羊卓雍湖-拉萨餐饮：酒店早餐√│团队午餐√│团队晚餐√藏式风味餐第天：拉萨-巴松措餐饮：酒店早餐√│团队午餐√│团队晚餐√巴河鱼风味餐第天巴松措-苯日神山景区-雅鲁藏布江大峡谷入口段景区（车游）-林芝第天林芝-成都/重庆/西安-广州餐饮：酒店早餐√│午餐│晚餐价格预计：元/人（视出发日期和具体人数确定最终价格）产品三产品四产品五长按二维码关注我们茂名总部：茂名市站前四路号客运中心站一楼大厅咨询电话：-林小姐刘小姐罗小姐陈小姐电白分部：蔡小姐高州分部：朱小姐信宜分部：陈先生陈小姐化州分部：洪先生",西藏自治区,2018,ID441
微信公共号文章-1036,月出行，精彩天天有月精彩线路云南华东北京长按图片识别二维码即可获得具体行程茂名总部：茂名市站前四路号客运中心站一楼大厅咨询电话：-林小姐刘小姐罗小姐陈小姐电白分部：蔡小姐高州分部：朱小姐信宜分部：陈先生陈小姐化州分部：洪先生,华东,2018,ID442
微信公共号文章-1042,【桂湘贵】三省美景一线游既想去看山水秀美的广西，又想体会湖南的别样风情，也无法割舍七彩贵州？在旅行目的地的抉择上，很多人都会有“选择困难症”不要再纠结，茂名交投旅游集散中心带你一次游三省！金秀、三江、凤凰古城、铜仁梵净山、镇远古城、凯里西江千户苗寨、荔波大小七孔汽车品质八天（桂湘贵三省联游）桂广西，美丽的八桂之地。十万大山的壮美，蕴藏了丰富的矿产资源；千百条河流的秀美，形成了无尽的资源沿海北部湾地区经济高速发展、很有潜力成为小珠三角；亚热带雨林气候，孕育了大量珍贵的动植物资源；尤其盛产水果，被誉为“水果之乡”。奇特的喀斯特地貌，灿烂的文物古迹，浓郁的民族风情，使广西独具魅力！广西是一个多民族的地方，又是全国三大侨乡之一。广西壮族自治区洞穴众多且景观优美，素有“无山不洞，无洞不奇”之称。据统计广西溶洞约有万个。在瑰丽多姿的溶洞里，石乳、石笋、石幔、石柱、石花、石莲、石林等琳琅满目，美不胜收。广西河流众多，清澈娟秀，在地域上多与奇峰相配，形成一派山环水绕，山水相依的秀丽景色。纳禄村金秀圣堂山、圣堂湖湘湖南省位于长江中游南部。大部分地区在洞庭湖之南，故名湖南。境内湘江贯穿南北，又简称为湘。湖南的名胜古迹很多，有岳阳楼、洞庭湖、岳麓书院、马王堆汉墓、炎帝陵、天心阁、凤凰古城、桔子洲、韶山毛泽东故居、新民学会旧址、清水塘革命纪念馆、自修大学旧址、浏阳文家市会师旧址、刘少奇同志故居、杨开慧同志故居、雷锋纪念馆等，另有衡山、张家界国家森林公园等。这片山明水秀的土地对中国的近现代史产生了深远的影响，它孕育了毛泽东、刘少奇、蔡锷、谭嗣同、曾国藩等历史风云人物，使人们对它充满了敬意。湖南风景如画：梦中神牵魂绕，醒来如痴如醉，巍巍衡山险峻，汤汤洞庭浩淼，智者吟诗，仙家把酒，一代伟人指点江山如画，潇湘山秀水美，楚界人杰地灵……三江凤凰古城贵贵州高原山地居多，素有“八山一水一分田”之说。贵州是迷人的“天然公园”。境内自然风光神奇秀美，山水景色千姿百态，溶洞景观绚丽多彩，野生动物奇妙无穷，文化和革命遗迹闻名遐迩；山、水、洞、林、石交相辉映，浑然一体。闻名世界的黄果树瀑布、龙宫、赤水、织金洞、马岭河峡谷等国家级风景名胜区和铜仁梵净山，茂兰喀斯特森林、赤水桫椤国家级自然保护区、威宁草海等国家级自然保护区，犹如一串串璀璨的宝石，五光十色，令人目不暇接、流连忘返。以遵义会址和红军四渡赤水遗迹为代表的举世闻名的红军长征文化，更让人驻足凭吊，追思缅怀。多民族悠久灿烂的历史文化，浓郁神秘的民族风情，以及冬无严寒、夏无酷暑的宜人气候，使贵州成为理想的旅游观光和避暑胜地，荔波喀斯特水上森林和赤水丹霞更被列入《世界自然遗产名录》。梵净山西江千户苗寨荔波大小七孔三省风光，多彩景色，尽在此团吃得好住得好玩得好心情好【行程安排】（出发日期：非周一或节假期）日程行程安排早餐中餐晚餐住宿茂名一金秀（纳禄村、瑶族博物馆）○√√金秀金秀（圣堂山、圣堂湖）—三江√√√三江三江（大侗寨景区、风雨桥、鼓楼、产口古榕景区）—凤凰古城√√√凤凰凤凰古城（自由活动）—铜仁√√√铜仁梵净山（半天）—镇远古城√√√镇远镇远—西江千户苗寨(半天)——荔波√√√荔波荔波（大小七孔）——南宁√√√南宁返程√√○长按二维码获取具体行程人成团价：元/成人【费用包含】（）全程用车：座丰田巴士。（）用餐标准：共含正餐早餐，正餐标准元/人.次（）全程导游：全陪+地陪。（）每人一份旅游意外保险，每份保额万。（）景区第一道大门票。（）酒店住宿名称仅供参考。【费用不含】（）报价不含凤凰古城九景套票和景区园中园门票，以及景区内的观光车、电瓶车、扶梯等。（）不含酒店或景区内个人消费项目。还等什么？赶紧拨打-咨询参团吧！茂名总部：茂名市站前四路号客运中心站一楼大厅咨询电话：-林小姐刘小姐罗小姐陈小姐,镇远古城,2018,ID443
微信公共号文章-1043,"【买一送一】激情假日，钜惠尽在鼎龙湾·德萨斯水世界踩在四月的尾巴上，夏天悄悄地来了灿烂的夏天，少不了甜美的西瓜灿烂的夏天，少不了可爱的甜筒灿烂的夏天，更少不了清凉飞扬的水上乐园月日鼎龙湾·德萨斯水世界正式开园“五一小长假赶紧来鼎龙湾·德萨斯水世界清凉一夏”开业钜惠，不容错过，现隆重推出：吴川鼎龙湾、德萨斯水世界、牛仔小镇汽车一天游（月日发团）元买一送一（限双人报名）.米以上小孩与成人同价.米以下小童元/人（只含车费、保险）（茂名、电白均可上车）和小编一起到德萨斯水世界看看吧！德萨斯水世界坐落于湛江吴川市鼎龙湾国家海洋生态度假区内的德萨斯水世界，聘请全球顶尖水上乐园专业设计公司主创，按照世界顶级水上乐园的标准进行设计，选取了美国德克萨斯州作为项目主题设计元素，将牛仔文化以及以往的石油开采热潮等文化主题融入园区。占地亩，是目前全国规模最大的滨海水上乐园，共设置有种娱乐设施，不仅种类多样而且多项设施都采用最新技术，创国内之最！德萨斯水世界共设七大区域：达拉斯城、阿拉莫海、响尾蛇峡谷、黑金油田、仙人掌镇、佩科斯河谷、格兰德河谷。在这七大区域内，设置有面积超过平方米的大型造浪池，是国内目前面积较大的单体真空造浪池之一，米高的巨浪可以让您享受到巨浪滔天的刺激体验；互动水寨、漂流河、儿童戏水乐园以及水上过山车、穿山蛇滑道、大喇叭滑道、大碗滑道、冲天回旋滑道等多种滑道组合。景区还有热情奔放、精彩无比的舞台表演。拿好地图，跟着小编一起嗨起来这里有充满西部风情的建筑这里有精彩的水上乐园这里还有西部风情的牛仔小镇牛仔文化起源于美国新墨西哥州。牛仔的精神是""自由""，也是现代人追求的一种精神境界：勇敢、坚毅、不畏艰险。一起来到小镇，体验一把粗犷的牛仔风情吧！心动不如行动，别再宅家里了精彩不停歇，就等你来嗨~月日，鼎龙湾·德萨斯水世界约定你！（人成行，人数不足则延期出发或原额退款）茂名茂名总部：茂名市站前四路号客运中心站一楼大厅咨询电话：-林小姐刘小姐罗小姐陈小姐电白分部：蔡小姐",鼎龙湾·德萨斯,2018,ID444
微信公共号文章-1044,【桂湘贵】一次玩个够，三省美景八天游既想去看山水秀美的广西，又想体会湖南的别样风情，也无法割舍七彩贵州？在旅行目的地的抉择上，很多人都会有“选择困难症”不要再纠结，茂名交投旅游集散中心带你一次游三省！金秀、三江、凤凰古城、铜仁梵净山、镇远古城、凯里西江千户苗寨、荔波大小七孔汽车品质八天（桂湘贵三省联游）桂广西，美丽的八桂之地。十万大山的壮美，蕴藏了丰富的矿产资源；千百条河流的秀美，形成了无尽的资源沿海北部湾地区经济高速发展、很有潜力成为小珠三角；亚热带雨林气候，孕育了大量珍贵的动植物资源；尤其盛产水果，被誉为“水果之乡”。奇特的喀斯特地貌，灿烂的文物古迹，浓郁的民族风情，使广西独具魅力！广西是一个多民族的地方，又是全国三大侨乡之一。广西壮族自治区洞穴众多且景观优美，素有“无山不洞，无洞不奇”之称。据统计广西溶洞约有万个。在瑰丽多姿的溶洞里，石乳、石笋、石幔、石柱、石花、石莲、石林等琳琅满目，美不胜收。广西河流众多，清澈娟秀，在地域上多与奇峰相配，形成一派山环水绕，山水相依的秀丽景色。纳禄村金秀圣堂山、圣堂湖湘湖南省位于长江中游南部。大部分地区在洞庭湖之南，故名湖南。境内湘江贯穿南北，又简称为湘。湖南的名胜古迹很多，有岳阳楼、洞庭湖、岳麓书院、马王堆汉墓、炎帝陵、天心阁、凤凰古城、桔子洲、韶山毛泽东故居、新民学会旧址、清水塘革命纪念馆、自修大学旧址、浏阳文家市会师旧址、刘少奇同志故居、杨开慧同志故居、雷锋纪念馆等，另有衡山、张家界国家森林公园等。这片山明水秀的土地对中国的近现代史产生了深远的影响，它孕育了毛泽东、刘少奇、蔡锷、谭嗣同、曾国藩等历史风云人物，使人们对它充满了敬意。湖南风景如画：梦中神牵魂绕，醒来如痴如醉，巍巍衡山险峻，汤汤洞庭浩淼，智者吟诗，仙家把酒，一代伟人指点江山如画，潇湘山秀水美，楚界人杰地灵……三江凤凰古城贵贵州高原山地居多，素有“八山一水一分田”之说。贵州是迷人的“天然公园”。境内自然风光神奇秀美，山水景色千姿百态，溶洞景观绚丽多彩，野生动物奇妙无穷，文化和革命遗迹闻名遐迩；山、水、洞、林、石交相辉映，浑然一体。闻名世界的黄果树瀑布、龙宫、赤水、织金洞、马岭河峡谷等国家级风景名胜区和铜仁梵净山，茂兰喀斯特森林、赤水桫椤国家级自然保护区、威宁草海等国家级自然保护区，犹如一串串璀璨的宝石，五光十色，令人目不暇接、流连忘返。以遵义会址和红军四渡赤水遗迹为代表的举世闻名的红军长征文化，更让人驻足凭吊，追思缅怀。多民族悠久灿烂的历史文化，浓郁神秘的民族风情，以及冬无严寒、夏无酷暑的宜人气候，使贵州成为理想的旅游观光和避暑胜地，荔波喀斯特水上森林和赤水丹霞更被列入《世界自然遗产名录》。梵净山西江千户苗寨荔波大小七孔三省风光，多彩景色，尽在此团吃得好住得好玩得好心情好【行程安排】（出发日期：非周一或节假期）日程行程安排早餐中餐晚餐住宿茂名一金秀（纳禄村、瑶族博物馆）○√√金秀金秀（圣堂山、圣堂湖）—三江√√√三江三江（大侗寨景区、风雨桥、鼓楼、产口古榕景区）—凤凰古城√√√凤凰凤凰古城（自由活动）—铜仁√√√铜仁梵净山（半天）—镇远古城√√√镇远镇远—西江千户苗寨(半天)——荔波√√√荔波荔波（大小七孔）——南宁√√√南宁返程√√○长按二维码获取具体行程人成团价：元/成人【费用包含】（）全程用车：座丰田巴士。（）用餐标准：共含正餐早餐，正餐标准元/人.次（）全程导游：全陪+地陪。（）每人一份旅游意外保险，每份保额万。（）景区第一道大门票。（）酒店住宿名称仅供参考。【费用不含】（）报价不含凤凰古城九景套票和景区园中园门票，以及景区内的观光车、电瓶车、扶梯等。（）不含酒店或景区内个人消费项目。还等什么？赶紧拨打-咨询参团吧！茂名总部：茂名市站前四路号客运中心站一楼大厅咨询电话：-林小姐刘小姐罗小姐陈小姐,梵净山,2018,ID445
微信公共号文章-1045,金秀人间仙境莲花山、瑶族博物馆+梧州园博园、骑楼城纯玩汽车天金秀人间仙境莲花山、瑶族博物馆+梧州园博园、骑楼城纯玩汽车天出团日期：年月-日费用标准：成人：元/人儿童：元/人婴儿：元/人行程安排第一天：含住宿早上于指定时间指定地点集中出发（电白、茂名、高州、信宜均可上车），后乘车赴金秀大瑶山瑶族自治县（车距约公里、车程约小时、途中中餐不含，请客人自备干粮食物及饮用水）约下午：抵达后游览【瑶族博物馆】（游览时间约分钟、免费景点，周一闭馆，如遇政策性闭馆我社不作赔偿，敬请谅解）位于广西省金秀瑶族自治县县城东面的小山上。该馆于年月建成，占地面积亩多，总建筑面积平方米，为瑶族民居式建筑，由著名社会学家费孝通先生题写馆名，是中国建成的第一个瑶族博物馆。该馆拥有馆藏文物余件。晚餐自理，可以自行到金秀县城品尝美食！第二天：含早、中、晚餐、住宿早餐后乘车前往圣堂湖，抵达后乘船畅游【圣堂湖】（游船时间约分钟）国家级旅游景区【圣堂湖】景区位于金秀秀丽婀娜的圣堂山景区旁，是大瑶山国家森林公园、大瑶山国家自然保护区、省级风景名胜区的重要组成部分，森林覆盖率.%，空气负氧离子高达个/⊃;。游览圣堂湖两岸石峰似刀劈斧削拔地而山峡属奇特的类丹霞式峰林地貌。沿河两岸风光秀丽，群山峻秀，奇峰林立，谷河纵横，山谷滩险峰峭，潭深水秀，游船行于绝壁之间，饶山峰而过，游人在船上可欣赏两岸高耸的山峰和奇峰怪石，流泉飞瀑尽收眼底，青翠欲滴的山坡上，猴群和猴王时隐时现。中餐品尝全鱼宴，下午游石林仙都、盘王故里——国家级景区【莲花山】（距县城公里，游约小时，可通行座以下客车，含换山环保车），观集华山之峻峭、衡岳之烟云、雁荡之巧石、张家界灵秀、黄山之苍莽于一体的人间仙境。晚餐后，前往梧州入住酒店。第三天：含早餐早餐后前往【苍海核心旅游区】【园博园-非物质文化展览馆】（参观游览约小时）。园博园大体分为公共景观展园区和城市展园区两大部分，在公共景观展园区部分将融入多种梧州本地特色元素，打造主入口——骑楼广场、花溪谷、茶园、湿地体验园等多个景观区域，展现梧州市的生态风貌、历史文化和风土人情。后前往【龟苓膏生产基地】，免费送一碗龟苓膏，环境优美，宽敞优雅，融古典和现代，集游览、参观、购物、品尝、文化等多功能于一体的龟苓膏文化博览园。游客在游览的同时，还可以现场目睹双钱龟苓膏、龟苓宝的自动化生产全过程（遇休息日生产线停止工作），更可免费品尝一碗地道的龟苓膏。：前往【中国骑楼城景区】自由午餐。漫步在骑楼城，看如何展现梧州近现代百年商贸繁华。其规模之大、数量之多，国内罕见。（前行）【老字号·美食街】汇聚了六堡茶、梧州纸包鸡、老字号功夫豆浆、田螺、龟苓膏、艇仔粥等梧州本土特色美食和土特产文化元素，岭南各地的特色美食都汇聚于此！【梧州鸳江丽港风情街】登高望三江汇聚之奇观。费用说明【费用已含】（）交通：空调旅游车每人一正位（）用餐：全程含正早、正餐餐标元/人（正餐八菜一汤、人/桌）、（早餐为酒店赠送，不用不退钱）。（）门票：行程内景点首道门票（园中园门票客人自理）。（）导游：全程专业领队及当地专职地陪导游服务（自行活动期间除外），导游服务费元/人/团。（）保险：含旅行社责任险。（）住宿：入住行程内参考酒店标准双人房或大床房、参照当地三星标准未挂牌酒店修建的酒店、酒店房间为标准双人房，人住房，如出现单男单女请补房差。【费用未含】（）上述团费包含的内容中未注明或行程内注明费用自理的项目；（）旅途中一切个人消费（如酒店洗衣、电话、收费电视、酒水等）；（）因不可抗力因素而需要更改行程时所产生的一切费用（包括但不仅限于自然灾害、航班延误或取消、火车或轮船故障、因交通事故造成的道路堵塞等）。（）不含个人旅游意外保险，建议客人在报名时购买；【儿童收费】.-.的小孩执行儿童收费，此收费包括车位、餐位费用、其余均不含。【婴儿收费】.米以下小孩执行婴儿收费，此收费仅含车位及餐费、其余均不含。其他说明：、购物：全程不安排进指定旅游购物点。、在旅游期间客人如因个人原因自行离团，须签免责协议，其未产生的所有费用概不退还。离团后人身财产安全由离团者本人负责，与旅行社无关。、客人应妥善保管自己的行李物品（特别是现金、有价证券以及贵重物品等）。、【儿童收费】：.-.的小孩执行儿童收费，此收费包括车位、餐位费用、其余均不含。【婴儿收费】：.米以下小孩执行婴儿收费，此收费仅含车位及餐费、其余均不含。【温馨提示】本团为我社独立成团，不足人，我社将提前天通知客人，改期出发或改线路或改拼团或全额退回团款。联系方式【茂名、高州、信宜市区报名热线】咨询电话：-林小姐刘小姐罗小姐陈小姐报名地址：茂名市站前四路号茂名客运中心站一楼【电白报名热线】小蔡小冯小杨报名地址：电白区水东镇人民路号电白汽车客运站（即一运车站）,瑶族博物馆,2018,ID446
