产品1,产品2,关联度,关联类型
ID381,ID281,0.00858938,景点-景点
ID381,ID322,0.00858938,景点-特色餐饮
ID381,ID349,0.00858938,景点-特色餐饮
ID269,ID371,0.00858938,酒店-景点
ID371,ID269,0.00858938,景点-酒店
ID48,ID364,0.00858938,景区-景区
ID364,ID48,0.00858938,景区-景区
ID13,ID260,0.00858938,特色餐饮-酒店
ID229,ID260,0.00858938,景点-酒店
ID260,ID13,0.008336900000000001,酒店-特色餐饮
ID260,ID229,0.008336900000000001,酒店-景点
ID260,ID290,0.008336900000000001,酒店-景区
ID290,ID260,0.008336900000000001,景区-酒店
ID85,ID223,0.008137300000000002,景区-景点
ID223,ID85,0.008137300000000002,景点-景区
ID337,ID349,0.00809848,特色餐饮-特色餐饮
ID349,ID337,0.00809848,特色餐饮-特色餐饮
ID190,ID335,0.00809848,景点-特色餐饮
ID335,ID190,0.00809848,特色餐饮-景点
ID4,ID235,0.00809848,特色餐饮-特色餐饮
ID4,ID324,0.00809832,特色餐饮-特色餐饮
ID119,ID235,0.00792836,特色餐饮-特色餐饮
ID119,ID324,0.00792836,特色餐饮-特色餐饮
ID218,ID235,0.00775226,景点-特色餐饮
ID218,ID324,0.00775226,景点-特色餐饮
ID235,ID4,0.00755858,特色餐饮-特色餐饮
ID235,ID119,0.00755858,特色餐饮-特色餐饮
ID235,ID218,0.00755858,特色餐饮-景点
ID235,ID301,0.00755858,特色餐饮-景区
ID301,ID235,0.00755858,景区-特色餐饮
ID301,ID324,0.00755858,景区-特色餐饮
ID301,ID391,0.00745922,景区-景区
ID324,ID4,0.00745922,特色餐饮-特色餐饮
ID324,ID119,0.00745922,特色餐饮-特色餐饮
ID324,ID218,0.00745922,特色餐饮-景点
ID324,ID301,0.00745922,特色餐饮-景区
ID391,ID301,0.00745906,景区-景区
ID57,ID92,0.00745902,景区-景区
ID57,ID147,0.00745902,景区-酒店
ID57,ID225,0.00745894,景区-景点
ID92,ID57,0.00745894,景区-景区
ID92,ID147,0.0073621,景区-酒店
ID92,ID225,0.0073621,景区-景点
ID92,ID283,0.00736182,景区-景点
ID147,ID57,0.00736182,酒店-景区
ID147,ID92,0.0072675,酒店-景区
ID147,ID225,0.0072675,酒店-景点
ID225,ID57,0.0072675,景点-景区
ID225,ID92,0.0072675,景点-景区
ID225,ID147,0.0072675,景点-酒店
ID225,ID283,0.00726734,景点-景点
ID283,ID92,0.00726734,景点-景区
ID283,ID225,0.00726734,景点-景点
ID52,ID283,0.007145299999999999,景区-景点
ID52,ID371,0.007145299999999999,景区-景点
ID265,ID283,0.00687112,酒店-景点
ID265,ID371,0.00687108,酒店-景点
ID283,ID52,0.00678078,景点-景区
ID283,ID265,0.00678078,景点-酒店
ID283,ID313,0.0067485,景点-特色餐饮
ID313,ID283,0.0067485,特色餐饮-景点
ID313,ID371,0.0067485,特色餐饮-景点
ID371,ID52,0.0067485,景点-景区
ID371,ID265,0.0067485,景点-酒店
ID371,ID313,0.0067485,景点-特色餐饮
ID69,ID242,0.00674842,景区-酒店
ID118,ID242,0.00674842,特色餐饮-酒店
ID242,ID69,0.0067483,酒店-景区
ID242,ID118,0.0067483,酒店-特色餐饮
ID242,ID284,0.0067483,酒店-景点
ID242,ID375,0.0067483,酒店-景点
ID284,ID242,0.0067483,景点-酒店
ID375,ID242,0.0067483,景点-酒店
ID265,ID284,0.0067483,酒店-景点
ID265,ID375,0.0067483,酒店-景点
ID284,ID265,0.0064417,景点-酒店
ID375,ID265,0.0064417,景点-酒店
ID26,ID270,0.0064417,酒店-酒店
ID270,ID26,0.0064417,酒店-酒店
ID86,ID265,0.006427120000000001,景区-酒店
ID223,ID265,0.006427120000000001,景点-酒店
ID223,ID313,0.0063694,景点-特色餐饮
ID223,ID391,0.006369280000000001,景点-景区
ID265,ID86,0.0063692,酒店-景区
ID265,ID223,0.0063692,酒店-景点
ID265,ID391,0.0063692,酒店-景区
ID313,ID223,0.0063692,特色餐饮-景点
ID391,ID223,0.0063692,景区-景点
ID391,ID265,0.0063692,景区-酒店
ID69,ID311,0.0063692,景区-景区
ID311,ID69,0.0063692,景区-景区
ID56,ID69,0.0063692,景区-景区
ID69,ID56,0.00636904,景区-景区
ID69,ID295,0.006298300000000001,景区-景区
ID295,ID69,0.006298300000000001,景区-景区
ID295,ID306,0.006298300000000001,景区-景点
ID306,ID295,0.006298300000000001,景点-景区
ID1,ID69,0.00622912,特色餐饮-景区
ID1,ID113,0.00622912,特色餐饮-景区
ID1,ID306,0.0060304600000000005,特色餐饮-景点
ID69,ID1,0.0060304600000000005,景区-特色餐饮
ID69,ID113,0.0060304600000000005,景区-景区
ID69,ID145,0.0060304600000000005,景区-酒店
ID113,ID1,0.0060304600000000005,景区-特色餐饮
ID113,ID69,0.0060304600000000005,景区-景区
ID113,ID145,0.0060304600000000005,景区-酒店
ID113,ID306,0.0060304600000000005,景区-景点
ID145,ID69,0.0060304600000000005,酒店-景区
ID145,ID113,0.0060304600000000005,酒店-景区
ID145,ID306,0.0060304600000000005,酒店-景点
ID306,ID1,0.0060304600000000005,景点-特色餐饮
ID306,ID113,0.0060304600000000005,景点-景区
ID306,ID145,0.0060304600000000005,景点-酒店
ID69,ID114,0.0060304600000000005,景区-景区
ID114,ID69,0.0060304600000000005,景区-景区
ID114,ID247,0.0060304600000000005,景区-酒店
ID114,ID265,0.0060304600000000005,景区-酒店
ID247,ID114,0.00596698,酒店-景区
ID265,ID114,0.00596698,酒店-景区
ID19,ID48,0.00596698,特色餐饮-景区
ID19,ID229,0.00596698,特色餐饮-景点
ID19,ID290,0.00590488,特色餐饮-景区
ID48,ID19,0.00590488,景区-特色餐饮
ID48,ID119,0.0058141,景区-特色餐饮
ID119,ID48,0.0058141,特色餐饮-景区
ID229,ID19,0.00572608,景点-特色餐饮
ID290,ID19,0.00572576,景区-特色餐饮
ID4,ID311,0.00572576,特色餐饮-景区
ID218,ID311,0.00572576,景点-景区
ID311,ID4,0.005668520000000001,景区-特色餐饮
ID311,ID218,0.005668520000000001,景区-景点
ID311,ID313,0.005668520000000001,景区-特色餐饮
ID313,ID311,0.005668520000000001,特色餐饮-景区
ID167,ID301,0.005398760000000001,景区-景区
ID301,ID167,0.0053986400000000006,景区-景区
ID79,ID100,0.0053986400000000006,景区-景区
ID100,ID79,0.0053986400000000006,景区-景区
ID119,ID381,0.0053986400000000006,特色餐饮-景点
ID381,ID119,0.0053986400000000006,景点-特色餐饮
ID34,ID156,0.00522458,酒店-景区
ID154,ID156,0.00522458,景区-景区
ID156,ID34,0.00515336,景区-酒店
ID156,ID154,0.00515324,景区-景区
ID156,ID239,0.00506132,景区-特色餐饮
ID156,ID265,0.00506132,景区-酒店
ID239,ID156,0.00506132,特色餐饮-景区
ID265,ID156,0.00506132,酒店-景区
ID25,ID34,0.00506132,酒店-酒店
ID25,ID154,0.00506132,酒店-景区
ID25,ID222,0.00506132,酒店-景区
ID25,ID239,0.00506132,酒店-特色餐饮
ID25,ID265,0.00497258,酒店-酒店
ID25,ID298,0.00497258,酒店-景区
ID25,ID365,0.00497258,酒店-景区
ID34,ID25,0.00497258,酒店-酒店
ID154,ID25,0.00490802,景区-酒店
ID222,ID25,0.00490802,景区-酒店
ID239,ID25,0.0048451399999999995,特色餐饮-酒店
ID265,ID25,0.0048451399999999995,酒店-酒店
ID298,ID25,0.004777099999999999,景区-酒店
ID365,ID25,0.004777099999999999,景区-酒店
ID1,ID100,0.0046850600000000004,特色餐饮-景区
ID100,ID1,0.0046850600000000004,景区-特色餐饮
ID4,ID115,0.00467222,特色餐饮-景区
ID4,ID323,0.00467222,特色餐饮-特色餐饮
ID4,ID348,0.00452318,特色餐饮-特色餐饮
ID115,ID4,0.00452318,景区-特色餐饮
ID323,ID4,0.00452318,特色餐饮-特色餐饮
ID348,ID4,0.00452318,特色餐饮-特色餐饮
ID119,ID179,0.004499179999999999,特色餐饮-景区
ID179,ID119,0.0044991399999999996,景区-特色餐饮
ID1,ID49,0.004499059999999999,特色餐饮-景区
ID49,ID1,0.004499059999999999,景区-特色餐饮
ID49,ID106,0.0043606999999999995,景区-景区
ID49,ID118,0.0043606999999999995,景区-特色餐饮
ID49,ID154,0.00429464,景区-景区
ID49,ID222,0.00429464,景区-景区
ID49,ID228,0.00429464,景区-酒店
ID49,ID265,0.00429464,景区-酒店
ID106,ID49,0.00429464,景区-景区
ID118,ID49,0.00429464,特色餐饮-景区
ID154,ID49,0.00429464,景区-景区
ID222,ID49,0.00429464,景区-景区
ID228,ID49,0.00426236,酒店-景区
ID265,ID49,0.00426236,酒店-景区
ID1,ID93,0.00404942,特色餐饮-景区
ID1,ID253,0.00404942,特色餐饮-酒店
ID1,ID329,0.00404942,特色餐饮-特色餐饮
ID93,ID1,0.00404942,景区-特色餐饮
ID93,ID106,0.00404942,景区-景区
ID93,ID118,0.00404942,景区-特色餐饮
ID93,ID154,0.00404942,景区-景区
ID93,ID222,0.00404942,景区-景区
ID93,ID228,0.00404942,景区-酒店
ID93,ID265,0.00404942,景区-酒店
ID106,ID93,0.00399944,景区-景区
ID106,ID253,0.00399944,景区-酒店
ID106,ID329,0.0039881000000000005,景区-特色餐饮
ID118,ID93,0.0039881000000000005,特色餐饮-景区
ID118,ID253,0.00397844,特色餐饮-酒店
ID118,ID329,0.00397844,特色餐饮-特色餐饮
ID154,ID93,0.0038177600000000003,景区-景区
ID154,ID253,0.0038177600000000003,景区-酒店
ID154,ID329,0.0037299200000000003,景区-特色餐饮
ID222,ID93,0.0037299200000000003,景区-景区
ID222,ID253,0.00368156,景区-酒店
ID222,ID329,0.00368156,景区-特色餐饮
ID228,ID93,0.00368156,酒店-景区
ID228,ID253,0.00368156,酒店-酒店
ID228,ID329,0.00368156,酒店-特色餐饮
ID253,ID1,0.00368156,酒店-特色餐饮
ID253,ID106,0.0036578,酒店-景区
ID253,ID118,0.0036578,酒店-特色餐饮
ID253,ID154,0.0036344000000000003,酒店-景区
ID253,ID222,0.0036344000000000003,酒店-景区
ID253,ID228,0.0036342400000000004,酒店-酒店
ID253,ID265,0.0036342400000000004,酒店-酒店
ID265,ID93,0.0035807200000000003,酒店-景区
ID265,ID253,0.0035807200000000003,酒店-酒店
ID329,ID1,0.0035731600000000006,特色餐饮-特色餐饮
ID329,ID106,0.0035731600000000006,特色餐饮-景区
ID329,ID118,0.00343612,特色餐饮-特色餐饮
ID329,ID154,0.00343612,特色餐饮-景区
ID329,ID222,0.0034154800000000003,特色餐饮-景区
ID329,ID228,0.0034154800000000003,特色餐饮-酒店
ID74,ID309,0.0033748000000000003,景区-民宿
ID309,ID74,0.0033748000000000003,民宿-景区
ID309,ID337,0.0032963800000000002,民宿-特色餐饮
ID337,ID309,0.0032963800000000002,特色餐饮-民宿
ID229,ID265,0.0032215600000000005,景点-酒店
ID229,ID271,0.0032215600000000005,景点-景区
ID265,ID229,0.0031853800000000002,酒店-景点
ID265,ID271,0.0031853800000000002,酒店-景区
ID265,ID290,0.0031853800000000002,酒店-景区
ID271,ID229,0.0031853800000000002,景区-景点
ID271,ID265,0.0031853800000000002,景区-酒店
ID271,ID290,0.0031853800000000002,景区-景区
ID290,ID265,0.0031853800000000002,景区-酒店
ID290,ID271,0.0031853800000000002,景区-景区
ID117,ID123,0.0031500400000000002,特色餐饮-酒店
ID117,ID257,0.0031500400000000002,特色餐饮-酒店
ID123,ID117,0.0030484600000000002,酒店-特色餐饮
ID123,ID257,0.0030484600000000002,酒店-酒店
ID257,ID117,0.00301606,酒店-特色餐饮
ID257,ID123,0.00301606,酒店-酒店
ID57,ID313,0.00301598,景区-特色餐饮
ID313,ID57,0.00301598,特色餐饮-景区
ID119,ID200,0.00300008,特色餐饮-景点
ID200,ID119,0.00299996,景点-特色餐饮
ID4,ID117,0.00299996,特色餐饮-特色餐饮
ID117,ID4,0.00299996,特色餐饮-特色餐饮
ID4,ID395,0.0029077,特色餐饮-酒店
ID270,ID395,0.0029077,酒店-酒店
ID313,ID395,0.0029077,特色餐饮-酒店
ID395,ID4,0.00290762,酒店-特色餐饮
ID395,ID270,0.0028635799999999997,酒店-酒店
ID395,ID313,0.0028635799999999997,酒店-特色餐饮
ID57,ID377,0.0028635799999999997,景区-景区
ID119,ID377,0.0028635799999999997,特色餐饮-景区
ID270,ID377,0.0028635799999999997,酒店-景区
ID377,ID57,0.0028635799999999997,景区-景区
ID377,ID119,0.0028635799999999997,景区-特色餐饮
ID377,ID270,0.0028635799999999997,景区-酒店
ID265,ID270,0.00284204,酒店-酒店
ID270,ID265,0.00284204,酒店-酒店
ID54,ID313,0.00284204,景区-特色餐饮
ID313,ID54,0.00284204,特色餐饮-景区
ID19,ID185,0.00283496,特色餐饮-景点
ID19,ID265,0.00283496,特色餐饮-酒店
ID19,ID329,0.0028139000000000003,特色餐饮-特色餐饮
ID52,ID185,0.0028139000000000003,景区-景点
ID54,ID185,0.0027392,景区-景点
ID54,ID265,0.0027392,景区-酒店
ID54,ID329,0.00271298,景区-特色餐饮
ID119,ID185,0.00271298,特色餐饮-景点
ID119,ID265,0.00271286,特色餐饮-酒店
ID119,ID329,0.00271274,特色餐饮-特色餐饮
ID185,ID19,0.0026998400000000002,景点-特色餐饮
ID185,ID52,0.0026998400000000002,景点-景区
ID185,ID54,0.0026998400000000002,景点-景区
ID185,ID119,0.0026998400000000002,景点-特色餐饮
ID185,ID265,0.0026998400000000002,景点-酒店
ID185,ID329,0.0026998400000000002,景点-特色餐饮
ID265,ID19,0.0026998400000000002,酒店-特色餐饮
ID265,ID54,0.0026998400000000002,酒店-景区
ID265,ID119,0.0026998400000000002,酒店-特色餐饮
ID265,ID185,0.0026998400000000002,酒店-景点
ID329,ID19,0.00264326,特色餐饮-特色餐饮
ID329,ID54,0.00264326,特色餐饮-景区
ID329,ID119,0.00253124,特色餐饮-特色餐饮
ID329,ID185,0.00253124,特色餐饮-景点
ID119,ID128,0.00251996,特色餐饮-酒店
ID119,ID177,0.00251996,特色餐饮-景区
ID119,ID302,0.00251438,特色餐饮-景区
ID128,ID119,0.00251438,酒店-特色餐饮
ID128,ID177,0.00248684,酒店-景区
ID128,ID218,0.00248684,酒店-景点
ID128,ID302,0.00245456,酒店-景区
ID128,ID391,0.00245456,酒店-景区
ID177,ID119,0.00245456,景区-特色餐饮
ID177,ID128,0.00245456,景区-酒店
ID177,ID218,0.0024387799999999998,景区-景点
ID177,ID302,0.0024387799999999998,景区-景区
ID177,ID391,0.0024300000000000003,景区-景区
ID218,ID128,0.0024300000000000003,景点-酒店
ID218,ID177,0.002423,景点-景区
ID218,ID302,0.00242296,景点-景区
ID302,ID119,0.0022955399999999996,景区-特色餐饮
ID302,ID128,0.0022955399999999996,景区-酒店
ID302,ID177,0.0022955399999999996,景区-景区
ID302,ID218,0.0022955399999999996,景区-景点
ID302,ID391,0.0022863,景区-景区
ID391,ID128,0.0022863,景区-酒店
ID391,ID177,0.00222354,景区-景区
ID391,ID302,0.00222354,景区-景区
ID82,ID108,0.00218082,景区-景区
ID82,ID147,0.00218082,景区-酒店
ID82,ID168,0.00218082,景区-景区
ID82,ID229,0.00218082,景区-景点
ID82,ID283,0.0021601199999999997,景区-景点
ID82,ID290,0.0021601199999999997,景区-景区
ID82,ID333,0.00214782,景区-特色餐饮
ID108,ID82,0.00214782,景区-景区
ID108,ID147,0.00213168,景区-酒店
ID108,ID168,0.00213168,景区-景区
ID108,ID229,0.00213168,景区-景点
ID108,ID283,0.00213168,景区-景点
ID108,ID290,0.00213168,景区-景区
ID108,ID333,0.00213168,景区-特色餐饮
ID147,ID82,0.0021237,酒店-景区
ID147,ID108,0.0021237,酒店-景区
ID147,ID168,0.0021237,酒店-景区
ID147,ID229,0.0021237,酒店-景点
ID147,ID290,0.0021237,酒店-景区
ID168,ID82,0.0021237,景区-景区
ID168,ID108,0.00210012,景区-景区
ID168,ID147,0.00210012,景区-酒店
ID168,ID229,0.00207708,景区-景点
ID168,ID283,0.00207708,景区-景点
ID168,ID290,0.00207708,景区-景区
ID168,ID333,0.00207708,景区-特色餐饮
ID229,ID82,0.00206202,景点-景区
ID229,ID108,0.00206202,景点-景区
ID229,ID147,0.00206202,景点-酒店
ID229,ID168,0.00206202,景点-景区
ID229,ID333,0.00206202,景点-特色餐饮
ID283,ID82,0.00206202,景点-景区
ID283,ID108,0.00201084,景点-景区
ID283,ID168,0.0020108,景点-景区
ID290,ID82,0.00201072,景区-景区
ID290,ID108,0.00201072,景区-景区
ID290,ID147,0.0019603800000000003,景区-酒店
ID290,ID168,0.0019603800000000003,景区-景区
ID290,ID333,0.00195984,景区-特色餐饮
ID333,ID82,0.00195984,特色餐饮-景区
ID333,ID108,0.00195534,特色餐饮-景区
ID333,ID168,0.00195534,特色餐饮-景区
ID333,ID229,0.00192876,特色餐饮-景点
ID333,ID290,0.00192876,特色餐饮-景区
ID215,ID381,0.00192876,景区-景点
ID381,ID215,0.00192876,景点-景区
ID44,ID270,0.00192876,酒店-酒店
ID270,ID44,0.00192876,酒店-酒店
ID57,ID99,0.00192876,景区-景区
ID57,ID343,0.00192876,景区-特色餐饮
ID99,ID57,0.0019222199999999999,景区-景区
ID99,ID119,0.0019222199999999999,景区-特色餐饮
ID99,ID229,0.00185922,景区-景点
ID99,ID283,0.00185914,景区-景点
ID99,ID290,0.00184108,景区-景区
ID99,ID309,0.00184108,景区-民宿
ID99,ID343,0.0018175,景区-特色餐饮
ID99,ID371,0.0018175,景区-景点
ID119,ID99,0.00180976,特色餐饮-景区
ID119,ID343,0.00180976,特色餐饮-特色餐饮
ID119,ID371,0.00180976,特色餐饮-景点
ID229,ID99,0.00180976,景点-景区
ID229,ID343,0.0018002200000000002,景点-特色餐饮
ID283,ID99,0.0018002200000000002,景点-景区
ID283,ID309,0.00177208,景点-民宿
ID283,ID343,0.00177208,景点-特色餐饮
ID290,ID99,0.0017448399999999999,景区-景区
ID290,ID343,0.00174472,景区-特色餐饮
ID309,ID99,0.00171832,民宿-景区
ID309,ID283,0.00171832,民宿-景点
ID309,ID343,0.0016876600000000001,民宿-特色餐饮
ID343,ID57,0.0016876600000000001,特色餐饮-景区
ID343,ID99,0.0016629400000000001,特色餐饮-景区
ID343,ID119,0.0016629400000000001,特色餐饮-特色餐饮
ID343,ID229,0.0016366,特色餐饮-景点
ID343,ID283,0.0016366,特色餐饮-景点
ID343,ID290,0.0016202200000000001,特色餐饮-景区
ID343,ID309,0.0016202200000000001,特色餐饮-民宿
ID343,ID371,0.0016202200000000001,特色餐饮-景点
ID371,ID99,0.0016202200000000001,景点-景区
ID371,ID119,0.00159292,景点-特色餐饮
ID371,ID343,0.00159292,景点-特色餐饮
ID4,ID86,0.0015884800000000002,特色餐饮-景区
ID4,ID180,0.0015884800000000002,特色餐饮-景点
ID4,ID190,0.00156226,特色餐饮-景点
ID4,ID261,0.00156226,特色餐饮-酒店
ID52,ID86,0.0015580000000000001,景区-景区
ID52,ID180,0.0015580000000000001,景区-景点
ID52,ID190,0.0015410800000000002,景区-景点
ID52,ID261,0.0015410800000000002,景区-酒店
ID52,ID270,0.0015245200000000001,景区-酒店
ID52,ID358,0.0015245200000000001,景区-酒店
ID52,ID391,0.00151226,景区-景区
ID86,ID4,0.00151226,景区-特色餐饮
ID86,ID52,0.0014541200000000002,景区-景区
ID86,ID93,0.0014541200000000002,景区-景区
ID86,ID180,0.0014467400000000002,景区-景点
ID86,ID190,0.0014467400000000002,景区-景点
ID86,ID261,0.0014213600000000002,景区-酒店
ID86,ID270,0.0014213600000000002,景区-酒店
ID86,ID358,0.0014178200000000002,景区-酒店
ID93,ID86,0.0014178200000000002,景区-景区
ID93,ID180,0.0013655200000000003,景区-景点
ID93,ID190,0.0013655200000000003,景区-景点
ID93,ID261,0.0013503400000000002,景区-酒店
ID93,ID270,0.0013503400000000002,景区-酒店
ID93,ID313,0.0013503400000000002,景区-特色餐饮
ID93,ID358,0.0013503400000000002,景区-酒店
ID93,ID391,0.0013220200000000001,景区-景区
ID180,ID4,0.00132198,景点-特色餐饮
ID180,ID52,0.0013067999999999999,景点-景区
ID180,ID86,0.0013067999999999999,景点-景区
ID180,ID93,0.0013067999999999999,景点-景区
ID180,ID190,0.0013067999999999999,景点-景点
ID180,ID261,0.00128604,景点-酒店
ID180,ID270,0.00128604,景点-酒店
ID180,ID313,0.00128604,景点-特色餐饮
ID180,ID358,0.00128604,景点-酒店
ID180,ID391,0.0012831599999999998,景点-景区
ID190,ID4,0.0012831599999999998,景点-特色餐饮
ID190,ID52,0.0012603599999999999,景点-景区
ID190,ID86,0.0012603599999999999,景点-景区
ID190,ID93,0.00122766,景点-景区
ID190,ID180,0.00122766,景点-景点
ID190,ID270,0.00119412,景点-酒店
ID190,ID358,0.00119412,景点-酒店
ID261,ID4,0.00119412,酒店-特色餐饮
ID261,ID52,0.00119412,酒店-景区
ID261,ID86,0.0011743799999999998,酒店-景区
ID261,ID93,0.0011743799999999998,酒店-景区
ID261,ID180,0.00115878,酒店-景点
ID261,ID270,0.00115878,酒店-酒店
ID261,ID313,0.00115878,酒店-特色餐饮
ID261,ID358,0.00115878,酒店-酒店
ID261,ID391,0.00113448,酒店-景区
ID270,ID52,0.00113448,酒店-景区
ID270,ID86,0.0010805399999999998,酒店-景区
ID270,ID93,0.0010805399999999998,酒店-景区
ID270,ID180,0.00107646,酒店-景点
ID270,ID190,0.00107646,酒店-景点
ID270,ID261,0.00106434,酒店-酒店
ID270,ID391,0.00106434,酒店-景区
ID313,ID93,0.0010623599999999998,特色餐饮-景区
ID313,ID180,0.0010623599999999998,特色餐饮-景点
ID313,ID261,0.00105546,特色餐饮-酒店
ID313,ID358,0.00105546,特色餐饮-酒店
ID358,ID52,0.00099534,酒店-景区
ID358,ID86,0.00099534,酒店-景区
ID358,ID93,0.00098838,酒店-景区
ID358,ID180,0.0009883000000000001,酒店-景点
ID358,ID190,0.00098662,酒店-景点
ID358,ID261,0.00098662,酒店-酒店
ID358,ID313,0.00096484,酒店-特色餐饮
ID358,ID391,0.00096484,酒店-景区
ID391,ID52,0.00096484,景区-景区
ID391,ID93,0.00096484,景区-景区
ID391,ID180,0.00094862,景区-景点
ID391,ID261,0.00094862,景区-酒店
ID391,ID270,0.00092096,景区-酒店
ID391,ID358,0.00092096,景区-酒店
ID18,ID19,0.00092096,特色餐饮-特色餐饮
ID18,ID52,0.00092096,特色餐饮-景区
ID18,ID54,0.00091358,特色餐饮-景区
ID19,ID18,0.00091358,特色餐饮-特色餐饮
ID52,ID18,0.00091064,景区-特色餐饮
ID54,ID18,0.00091064,景区-特色餐饮
ID1,ID120,0.0009077,特色餐饮-特色餐饮
ID1,ID218,0.0009077,特色餐饮-景点
ID120,ID1,0.00090482,特色餐饮-特色餐饮
ID145,ID218,0.00090482,酒店-景点
ID218,ID1,0.0009005,景点-特色餐饮
ID218,ID145,0.0009005,景点-酒店
ID19,ID313,0.00088166,特色餐饮-特色餐饮
ID260,ID313,0.00088166,酒店-特色餐饮
ID313,ID19,0.00087422,特色餐饮-特色餐饮
ID313,ID260,0.00087422,特色餐饮-酒店
ID120,ID270,0.00086228,特色餐饮-酒店
ID120,ID279,0.00086224,特色餐饮-景区
ID145,ID270,0.00086224,酒店-酒店
ID145,ID279,0.00086224,酒店-景区
ID270,ID120,0.00084552,酒店-特色餐饮
ID270,ID145,0.00084552,酒店-酒店
ID270,ID279,0.0008442600000000001,酒店-景区
ID279,ID120,0.0008442600000000001,景区-特色餐饮
ID279,ID145,0.0008319000000000001,景区-酒店
ID279,ID270,0.0008317400000000001,景区-酒店
ID19,ID75,0.0008292800000000001,特色餐饮-景区
ID19,ID225,0.0008292800000000001,特色餐饮-景点
ID52,ID75,0.0008103800000000001,景区-景区
ID52,ID225,0.0008103800000000001,景区-景点
ID52,ID260,0.00080804,景区-酒店
ID75,ID19,0.00080804,景区-特色餐饮
ID75,ID52,0.00079562,景区-景区
ID75,ID225,0.00079562,景区-景点
ID75,ID260,0.00077924,景区-酒店
ID225,ID19,0.00077924,景点-特色餐饮
ID225,ID52,0.0007498600000000001,景点-景区
ID225,ID75,0.0007498200000000001,景点-景区
ID260,ID52,0.0007395600000000001,酒店-景区
ID260,ID75,0.0007395600000000001,酒店-景区
ID313,ID329,0.0007108800000000001,特色餐饮-特色餐饮
ID329,ID313,0.0007108800000000001,特色餐饮-特色餐饮
ID329,ID391,0.0007108800000000001,特色餐饮-景区
ID391,ID329,0.0007108800000000001,景区-特色餐饮
ID118,ID259,0.0006876600000000001,特色餐饮-酒店
ID259,ID118,0.0006876600000000001,酒店-特色餐饮
ID4,ID134,0.0006876600000000001,特色餐饮-酒店
ID134,ID4,0.0006876600000000001,酒店-特色餐饮
ID134,ID218,0.0006753600000000001,酒店-景点
ID134,ID313,0.0006753600000000001,酒店-特色餐饮
ID218,ID134,0.0006709800000000001,景点-酒店
ID313,ID134,0.0006709800000000001,特色餐饮-酒店
ID241,ID366,0.00066354,酒店-景点
ID366,ID241,0.0006634999999999999,景点-酒店
ID4,ID44,0.00066122,特色餐饮-酒店
ID44,ID4,0.00066122,酒店-特色餐饮
ID52,ID82,0.00065966,景区-景区
ID82,ID52,0.00065962,景区-景区
ID82,ID218,0.00065206,景区-景点
ID82,ID301,0.00065206,景区-景区
ID218,ID82,0.0006417399999999999,景点-景区
ID301,ID82,0.0006417399999999999,景区-景区
ID4,ID253,0.00063742,特色餐饮-酒店
ID4,ID281,0.00063742,特色餐饮-景点
ID52,ID253,0.00062824,景区-酒店
ID52,ID281,0.00062824,景区-景点
ID93,ID218,0.0005997,景区-景点
ID93,ID281,0.0005997,景区-景点
ID93,ID301,0.00059718,景区-景区
ID218,ID93,0.00059718,景点-景区
ID218,ID253,0.0005872399999999999,景点-酒店
ID218,ID281,0.0005871599999999999,景点-景点
ID218,ID329,0.0005871599999999999,景点-特色餐饮
ID253,ID4,0.0005871599999999999,酒店-特色餐饮
ID253,ID52,0.00057942,酒店-景区
ID253,ID218,0.00057942,酒店-景点
ID253,ID281,0.00054864,酒店-景点
ID253,ID301,0.00054864,酒店-景区
ID281,ID4,0.00054864,景点-特色餐饮
ID281,ID52,0.00054864,景点-景区
ID281,ID93,0.0005277,景点-景区
ID281,ID218,0.00052766,景点-景点
ID281,ID253,0.0005195,景点-酒店
ID281,ID301,0.0005195,景点-景区
ID281,ID329,0.00051572,景点-特色餐饮
ID301,ID93,0.00051572,景区-景区
ID301,ID253,0.00051476,景区-酒店
ID301,ID281,0.00051476,景区-景点
ID301,ID329,0.00048283999999999995,景区-特色餐饮
ID329,ID218,0.00048283999999999995,特色餐饮-景点
ID329,ID281,0.00048283999999999995,特色餐饮-景点
ID329,ID301,0.00048279999999999997,特色餐饮-景区
ID94,ID120,0.00046642,景区-特色餐饮
ID120,ID94,0.00046642,特色餐饮-景区
ID218,ID340,0.00046426000000000003,景点-特色餐饮
ID340,ID218,0.00046426000000000003,特色餐饮-景点
ID57,ID280,0.00046422000000000005,景区-景区
ID75,ID280,0.00046422000000000005,景区-景区
ID280,ID57,0.00045528,景区-景区
ID280,ID75,0.00045528,景区-景区
ID52,ID67,0.00042882,景区-景区
ID67,ID52,0.00042882,景区-景区
ID48,ID318,0.00040932,景区-特色餐饮
ID48,ID343,0.00040932,景区-特色餐饮
ID318,ID48,0.00039402,特色餐饮-景区
ID343,ID48,0.00039402,特色餐饮-景区
ID4,ID129,0.00039078,特色餐饮-酒店
ID4,ID308,0.00039078,特色餐饮-景点
ID129,ID4,0.00038466,酒店-特色餐饮
ID129,ID308,0.00038466,酒店-景点
ID308,ID4,0.00034392000000000005,景点-特色餐饮
ID308,ID129,0.00034392000000000005,景点-酒店
ID190,ID208,0.00032178,景点-景点
ID208,ID190,0.00032178,景点-景点
ID104,ID270,0.00032124000000000003,景区-酒店
