语料ID,文本,产品名称,年份,产品ID,情感得分,出现频次,产品热度总分,产品热度,产品类型判断文本,产品类型
餐饮评论-1666,好吃 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID666,0.07692307692307693,118,354.15384615384613,0.0011912635886648947,餐饮评论-1666 好吃 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1938,挺好吃 环境 不错 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID938,0.07692307692307693,118,354.15384615384613,0.0011912635886648947,餐饮评论-1938 挺好吃 环境 不错 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1285,好吃 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID285,0.07692307692307693,118,354.15384615384613,0.0011912635886648947,餐饮评论-1285 好吃 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-2116,好吃 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2019,ID1116,0.06666666666666667,118,354.1333333333333,0.0011911945899050532,餐饮评论-2116 好吃 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1672,蛋糕 好吃 饮料 感 口味 百香 柚子茶 饮杯,果之度（为民店）,2018,ID672,0.0625,118,354.125,0.0011911665591588677,餐饮评论-1672 蛋糕 好吃 饮料 感 口味 百香 柚子茶 饮杯,特色餐饮
餐饮评论-2173,喜欢 果之度 榴莲 千层 棒 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1173,0.0625,118,354.125,0.0011911665591588677,餐饮评论-2173 喜欢 果之度 榴莲 千层 棒 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1576,好吃 好吃 喜欢 吃 榴莲 千层 一磅 元 想不到 榴莲 肉 真的 想 吃 赶紧 行动 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID576,0.061224489795918366,118,354.1224489795918,0.0011911579783181986,餐饮评论-1576 好吃 好吃 喜欢 吃 榴莲 千层 一磅 元 想不到 榴莲 肉 真的 想 吃 赶紧 行动 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1812,味道好 原来 好 门口 服务员 礼貌 说 一句 下次 确实 听 暖 心 黑 下个月 会来 买 起码 两个 蛋糕 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID812,0.06,118,354.12,0.0011911497407111563,餐饮评论-1812 味道好 原来 好 门口 服务员 礼貌 说 一句 下次 确实 听 暖 心 黑 下个月 会来 买 起码 两个 蛋糕 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-2126,这是 第一次 榴莲 味 比较 好吃 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1126,0.058823529411764705,118,354.11764705882354,0.0011911418261475275,餐饮评论-2126 这是 第一次 榴莲 味 比较 好吃 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1979,差 差差 差差 差差 差差 差差 差 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID979,0.058823529411764705,118,354.11764705882354,0.0011911418261475275,餐饮评论-1979 差 差差 差差 差差 差差 差差 差 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-2143,家人 喜欢 分量 很足 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2019,ID1143,0.05555555555555555,118,354.1111111111111,0.0011911198412485583,餐饮评论-2143 家人 喜欢 分量 很足 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1967,两口 吃 完 习惯 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID967,0.05555555555555555,118,354.1111111111111,0.0011911198412485583,餐饮评论-1967 两口 吃 完 习惯 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-2146,好 榴莲 蛋糕 好吃 棒棒 哒 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1146,0.05263157894736842,118,354.10526315789474,0.0011911001705494806,餐饮评论-2146 好 榴莲 蛋糕 好吃 棒棒 哒 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1789,吃 好 几次 这家 店 味道 不错 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID789,0.05263157894736842,118,354.10526315789474,0.0011911001705494806,餐饮评论-1789 吃 好 几次 这家 店 味道 不错 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1642,感觉 有点 融化 估计 放 冰箱 保质 原因 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID642,0.05263157894736842,118,354.10526315789474,0.0011911001705494806,餐饮评论-1642 感觉 有点 融化 估计 放 冰箱 保质 原因 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-2125,美团价 已 多回 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1125,0.05263157894736842,118,354.10526315789474,0.0011911001705494806,餐饮评论-2125 美团价 已 多回 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1850,不错 挺 好 口味 榴莲 糯米 糍盒 包间,果之度（为民店）,2019,ID850,0.05263157894736842,118,354.10526315789474,0.0011911001705494806,餐饮评论-1850 不错 挺 好 口味 榴莲 糯米 糍盒 包间,特色餐饮
餐饮评论-1457,好吃 榴莲 千层 好吃 饮料 常温 服务员 冰 喜欢 喝 冰冻 喝 冰冻 觉得 肚子 舒服 最后 换 放 一下 冻 喝 一点 感觉不好 元 甜品 组合 套餐 建议 单人,果之度（为民店）,2018,ID457,0.04918032786885246,118,354.0983606557377,0.0011910769526751594,餐饮评论-1457 好吃 榴莲 千层 好吃 饮料 常温 服务员 冰 喜欢 喝 冰冻 喝 冰冻 觉得 肚子 舒服 最后 换 放 一下 冻 喝 一点 感觉不好 元 甜品 组合 套餐 建议 单人,特色餐饮
餐饮评论-1629,之好 一次 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID629,0.047619047619047616,118,354.0952380952381,0.0011910664493510617,餐饮评论-1629 之好 一次 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1439,好 店员 味道 还好 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID439,0.047619047619047616,118,354.0952380952381,0.0011910664493510617,餐饮评论-1439 好 店员 味道 还好 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1671,好吃 两个 人 吃 光光 口味 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID671,0.047619047619047616,118,354.0952380952381,0.0011910664493510617,餐饮评论-1671 好吃 两个 人 吃 光光 口味 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1539,吃 感觉 一般般 榴莲 细腻 停车 不方便 栗子 切件 份,果之度（为民店）,2018,ID539,0.045454545454545456,118,354.09090909090907,0.0011910518879244718,餐饮评论-1539 吃 感觉 一般般 榴莲 细腻 停车 不方便 栗子 切件 份,特色餐饮
餐饮评论-1791,果之度 蛋糕 榴莲 味 浓郁 比较 好吃 个头 小 点 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID791,0.045454545454545456,118,354.09090909090907,0.0011910518879244718,餐饮评论-1791 果之度 蛋糕 榴莲 味 浓郁 比较 好吃 个头 小 点 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1259,买 榴莲 千层 蛋糕 吃 真的 好吃 赞 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID259,0.045454545454545456,118,354.09090909090907,0.0011910518879244718,餐饮评论-1259 买 榴莲 千层 蛋糕 吃 真的 好吃 赞 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-2034,超级 喜欢 这家 榴莲 千层 铁杆 棒棒 哒 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1034,0.045454545454545456,118,354.09090909090907,0.0011910518879244718,餐饮评论-2034 超级 喜欢 这家 榴莲 千层 铁杆 棒棒 哒 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1596,味道 超级 棒 喜欢 味道 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID596,0.043478260869565216,118,354.0869565217391,0.0011910385927088897,餐饮评论-1596 味道 超级 棒 喜欢 味道 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1692,挺好吃 喜欢 吃 榴莲 千层 喜欢 一下子 买大 放 冰箱 喔 人 吃 刚刚 好赞 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID692,0.041666666666666664,118,354.0833333333333,0.0011910264054279395,餐饮评论-1692 挺好吃 喜欢 吃 榴莲 千层 喜欢 一下子 买大 放 冰箱 喔 人 吃 刚刚 好赞 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1696,算是 好吃 外面 奶油 里面 有点 榴莲 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID696,0.04,118,354.08,0.0011910151931294652,餐饮评论-1696 算是 好吃 外面 奶油 里面 有点 榴莲 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1481,味道 不错 便宜 还会 再 说 一个多 星期 一事无成 做 小 故事 人 喜好 想 举行 记者 招待会 说 想 心 一起 走过 路 人生 知道 该机 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID481,0.038461538461538464,118,354.0769230769231,0.0011910048433154891,餐饮评论-1481 味道 不错 便宜 还会 再 说 一个多 星期 一事无成 做 小 故事 人 喜好 想 举行 记者 招待会 说 想 心 一起 走过 路 人生 知道 该机 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1716,千层 吃 最差 吃 知道 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2019,ID716,0.037037037037037035,118,354.0740740740741,0.0011909952601543998,餐饮评论-1716 千层 吃 最差 吃 知道 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1582,总体 来说 价钱 买到 蛋糕 算 不错 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID582,0.03571428571428571,118,354.07142857142856,0.001190986361504817,餐饮评论-1582 总体 来说 价钱 买到 蛋糕 算 不错 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1451,总体 不错 环境 好 榴莲 少 点 贵 点 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID451,0.03571428571428571,118,354.07142857142856,0.001190986361504817,餐饮评论-1451 总体 不错 环境 好 榴莲 少 点 贵 点 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1581,每次 买 味道 挺 好 家里人 喜欢 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID581,0.034482758620689655,118,354.0689655172414,0.0011909780765552056,餐饮评论-1581 每次 买 味道 挺 好 家里人 喜欢 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1585,不错 很多年 前 吃 他家 榴莲 千层 不错 一分钱 一分货 回购 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID585,0.034482758620689655,118,354.0689655172414,0.0011909780765552056,餐饮评论-1585 不错 很多年 前 吃 他家 榴莲 千层 不错 一分钱 一分货 回购 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1879,感觉 不错 吃 腻 点 热气 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2019,ID879,0.03333333333333333,118,354.06666666666666,0.0011909703439355681,餐饮评论-1879 感觉 不错 吃 腻 点 热气 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1579,吃 家 榴莲 千层 好几年 味道 变 小孩子 喜欢 吃 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID579,0.030303030303030304,118,354.06060606060606,0.0011909499579383423,餐饮评论-1579 吃 家 榴莲 千层 好几年 味道 变 小孩子 喜欢 吃 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1578,味道 惊艳 里面 真的 榴莲 肉 好吃 没法用 言语 表达 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID578,0.02857142857142857,118,354.0571428571429,0.0011909383087970703,餐饮评论-1578 味道 惊艳 里面 真的 榴莲 肉 好吃 没法用 言语 表达 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1941,订过 次 榴莲 蛋糕 好吃 不腻 榴莲 味 浓厚 家里 小孩 大人 爱 吃 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2019,ID941,0.02702702702702703,118,354.05405405405406,0.0011909279190224224,餐饮评论-1941 订过 次 榴莲 蛋糕 好吃 不腻 榴莲 味 浓厚 家里 小孩 大人 爱 吃 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1480,下 味道 不错 面前 决定 显示 走路 看到 一句 话 的士 师傅 面前 走过 一次 我要 这件 衣服 宽松 款 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID480,0.014084507042253521,118,354.0281690140845,0.0011908408497841752,餐饮评论-1480 下 味道 不错 面前 决定 显示 走路 看到 一句 话 的士 师傅 面前 走过 一次 我要 这件 衣服 宽松 款 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1801,榴莲 香 之前 华北 有间 老板 好 这间 第一次 只 说好 可惜 光华 北关 间 想 吃 榴莲 千层 要来 甘远 老板娘 语气 很重 说 想 吃 允美团 吖 妖 系 想买 店 语气 太 看不起人 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID801,0.01282051282051282,118,354.02564102564105,0.001190832346415885,餐饮评论-1801 榴莲 香 之前 华北 有间 老板 好 这间 第一次 只 说好 可惜 光华 北关 间 想 吃 榴莲 千层 要来 甘远 老板娘 语气 很重 说 想 吃 允美团 吖 妖 系 想买 店 语气 太 看不起人 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1498,不错 榴莲 千层 蛋糕 不错 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID498,0.0,118,354.0,0.001190746097966083,餐饮评论-1498 不错 榴莲 千层 蛋糕 不错 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1304,味道 地好 回头客 不错 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID304,0.0,118,354.0,0.001190746097966083,餐饮评论-1304 味道 地好 回头客 不错 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-2128,还行 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2019,ID1128,0.0,118,354.0,0.001190746097966083,餐饮评论-2128 还行 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-2127,不错 已是 常客 一次 一共 买 两块 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1127,0.0,118,354.0,0.001190746097966083,餐饮评论-2127 不错 已是 常客 一次 一共 买 两块 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1536,蛋糕 挺 好 皮不厚 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID536,0.0,118,354.0,0.001190746097966083,餐饮评论-1536 蛋糕 挺 好 皮不厚 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1503,味道 好 帮衬 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID503,0.0,118,354.0,0.001190746097966083,餐饮评论-1503 味道 好 帮衬 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-2160,座位 不错 果之度 挺好吃 榴莲 相对 比较 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1160,0.0,118,354.0,0.001190746097966083,餐饮评论-2160 座位 不错 果之度 挺好吃 榴莲 相对 比较 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1781,皮薄馅多 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID781,0.0,118,354.0,0.001190746097966083,餐饮评论-1781 皮薄馅多 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1475,挺好吃 一想 吃 买 两块 女儿 一起 吃 解解馋 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID475,0.0,118,354.0,0.001190746097966083,餐饮评论-1475 挺好吃 一想 吃 买 两块 女儿 一起 吃 解解馋 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1272,还行 吃到 一半 腻 一两年 前 好吃 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID272,0.0,118,354.0,0.001190746097966083,餐饮评论-1272 还行 吃到 一半 腻 一两年 前 好吃 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1724,挺好吃 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2019,ID724,0.0,118,354.0,0.001190746097966083,餐饮评论-1724 挺好吃 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-2171,榴莲 千层 做 以前 好吃 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1171,0.0,118,354.0,0.001190746097966083,餐饮评论-2171 榴莲 千层 做 以前 好吃 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1577,太 甜腻 不错 榴莲 味 挺不错 孩子 开心 以后 买来 吃 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID577,0.0,118,354.0,0.001190746097966083,餐饮评论-1577 太 甜腻 不错 榴莲 味 挺不错 孩子 开心 以后 买来 吃 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-2089,还行 奶油 有点 腻 哦哦哦 哦哦哦 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1089,0.0,118,354.0,0.001190746097966083,餐饮评论-2089 还行 奶油 有点 腻 哦哦哦 哦哦哦 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1583,不错 份量 足 好吃 榴莲 千层 第一次 买 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID583,0.0,118,354.0,0.001190746097966083,餐饮评论-1583 不错 份量 足 好吃 榴莲 千层 第一次 买 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1309,有点 小贵 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID309,0.0,118,354.0,0.001190746097966083,餐饮评论-1309 有点 小贵 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1181,好 蛋糕 外形 很漂亮 铺 蛋糕 上面 水果 新鲜 千层 蛋糕 入口 时 嫩嫩的 香气扑鼻 滑滑 榴莲 奶油 一下子 吞 甜丝丝 奶油 丝毫 滑腻 微微 甜 尝 忍不住 吃 第二口 味道 真的 不错 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID181,0.0,118,354.0,0.001190746097966083,餐饮评论-1181 好 蛋糕 外形 很漂亮 铺 蛋糕 上面 水果 新鲜 千层 蛋糕 入口 时 嫩嫩的 香气扑鼻 滑滑 榴莲 奶油 一下子 吞 甜丝丝 奶油 丝毫 滑腻 微微 甜 尝 忍不住 吃 第二口 味道 真的 不错 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1745,环境 不错 味道 挺 好 元 甜品 组合 套餐 建议 单人,果之度（为民店）,2019,ID745,0.0,118,354.0,0.001190746097966083,餐饮评论-1745 环境 不错 味道 挺 好 元 甜品 组合 套餐 建议 单人,特色餐饮
餐饮评论-1434,千层 糕 电影 吃 影院 开灯 看清楚 千层 糕 模样 味道 份量 有点 少老 五星 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID434,0.0,118,354.0,0.001190746097966083,餐饮评论-1434 千层 糕 电影 吃 影院 开灯 看清楚 千层 糕 模样 味道 份量 有点 少老 五星 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1379,甜品 店 芒果 千层 水果 茶 建议 单人,果之度（为民店）,2018,ID379,0.0,118,354.0,0.001190746097966083,餐饮评论-1379 甜品 店 芒果 千层 水果 茶 建议 单人,特色餐饮
餐饮评论-2142,不错 吃 好 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID1142,0.0,118,354.0,0.001190746097966083,餐饮评论-2142 不错 吃 好 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1349,以前 常吃 分量 越来越少 贵 元 甜品 组合 套餐 建议 单人,果之度（为民店）,2018,ID349,0.0,118,354.0,0.001190746097966083,餐饮评论-1349 以前 常吃 分量 越来越少 贵 元 甜品 组合 套餐 建议 单人,特色餐饮
餐饮评论-1893,以前 味道 挺 好 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID893,0.0,118,354.0,0.001190746097966083,餐饮评论-1893 以前 味道 挺 好 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1393,好好 味道 不错 强烈推荐 一下 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID393,0.0,118,354.0,0.001190746097966083,餐饮评论-1393 好好 味道 不错 强烈推荐 一下 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1406,不错 回购 次 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID406,0.0,118,354.0,0.001190746097966083,餐饮评论-1406 不错 回购 次 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1425,磅 手大 不错 奶油 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID425,0.0,118,354.0,0.001190746097966083,餐饮评论-1425 磅 手大 不错 奶油 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1331,买 好 好 不好 好 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID331,0.0,118,354.0,0.001190746097966083,餐饮评论-1331 买 好 好 不好 好 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1427,味道 不错 元 甜品 组合 套餐 建议 单人,果之度（为民店）,2018,ID427,0.0,118,354.0,0.001190746097966083,餐饮评论-1427 味道 不错 元 甜品 组合 套餐 建议 单人,特色餐饮
餐饮评论-1653,不错 挺好吃 挺 一款 榴莲 榴莲 千层 蛋糕 约 磅 圆,果之度（为民店）,2018,ID653,0.0,118,354.0,0.001190746097966083,餐饮评论-1653 不错 挺好吃 挺 一款 榴莲 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1410,挺不错 味道 好 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID410,0.0,118,354.0,0.001190746097966083,餐饮评论-1410 挺不错 味道 好 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1452,味道 不错 高 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID452,0.0,118,354.0,0.001190746097966083,餐饮评论-1452 味道 不错 高 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1463,还好 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID463,0.0,118,354.0,0.001190746097966083,餐饮评论-1463 还好 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1637,不太 新鲜 不好吃 很甜 一元 甜品 组合 套餐 建议 单人,果之度（为民店）,2018,ID637,0.0,118,354.0,0.001190746097966083,餐饮评论-1637 不太 新鲜 不好吃 很甜 一元 甜品 组合 套餐 建议 单人,特色餐饮
餐饮评论-1810,好 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID810,0.0,118,354.0,0.001190746097966083,餐饮评论-1810 好 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1220,没见 千层 榴莲 灰色 店员 返问 有没有 吃 榴莲 傻子 过夜 榴莲 变色 红枣 蜜是 做 一点 甜吸 一口 全是 红枣 皮太 难喝 之前 他家 吃 榴莲 真 怀疑 是不是 早 做 榴莲 千层 元 甜品 组合 套餐 建议 单人,果之度（为民店）,2018,ID220,-0.021052631578947368,118,353.9578947368421,0.0011906044689327239,餐饮评论-1220 没见 千层 榴莲 灰色 店员 返问 有没有 吃 榴莲 傻子 过夜 榴莲 变色 红枣 蜜是 做 一点 甜吸 一口 全是 红枣 皮太 难喝 之前 他家 吃 榴莲 真 怀疑 是不是 早 做 榴莲 千层 元 甜品 组合 套餐 建议 单人,特色餐饮
餐饮评论-1340,我订 磅 之前 订 磅 差 太多 磅 这次 奶油 很多很多 一点 不好吃 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID340,-0.023809523809523808,118,353.95238095238096,0.0011905859222735937,餐饮评论-1340 我订 磅 之前 订 磅 差 太多 磅 这次 奶油 很多很多 一点 不好吃 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1809,不错 发展潜力 巨大 手机号码 收到 东西 发过来 一起 一起 旅行 伍美澍 男人 说 做 发现 真的 不爱笑 会议室 感觉 小 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID809,-0.02857142857142857,118,353.9428571428571,0.0011905538871350956,餐饮评论-1809 不错 发展潜力 巨大 手机号码 收到 东西 发过来 一起 一起 旅行 伍美澍 男人 说 做 发现 真的 不爱笑 会议室 感觉 小 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1963,怀孕 平时 想 喝 饮料 店家 很冰 水果汁 黑卡日 说 怀孕 好喝 冰 醉 打包 说 美团 分明 装 黑色 底 听到 美团订 换 换 黑色 底 包装 是不是 区别 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID963,-0.03409090909090909,118,353.9318181818182,0.0011905167554972914,餐饮评论-1963 怀孕 平时 想 喝 饮料 店家 很冰 水果汁 黑卡日 说 怀孕 好喝 冰 醉 打包 说 美团 分明 装 黑色 底 听到 美团订 换 换 黑色 底 包装 是不是 区别 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1266,想 吃 榴莲 蛋糕 过来 吃 感觉 有点 冷淡 元 甜品 组合 套餐 建议 单人,果之度（为民店）,2018,ID266,-0.04,118,353.92,0.001190477002802701,餐饮评论-1266 想 吃 榴莲 蛋糕 过来 吃 感觉 有点 冷淡 元 甜品 组合 套餐 建议 单人,特色餐饮
餐饮评论-2001,不高 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2019,ID1001,-0.041666666666666664,118,353.9166666666667,0.0011904657905042267,餐饮评论-2001 不高 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1758,榴莲 味道 感冒 太贵 分量 越来越少 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2019,ID758,-0.05,118,353.9,0.0011904097290118554,餐饮评论-1758 榴莲 味道 感冒 太贵 分量 越来越少 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1527,买 榴莲 千层 变味 幸好 孩子 吃 榴莲 千层 切件 蛋糕 件,果之度（为民店）,2018,ID527,-0.05,118,353.9,0.0011904097290118554,餐饮评论-1527 买 榴莲 千层 变味 幸好 孩子 吃 榴莲 千层 切件 蛋糕 件,特色餐饮
餐饮评论-1344,离开 这么久 千层 杠杠 元 甜品 组合 套餐 建议 单人,果之度（为民店）,2018,ID344,-0.05263157894736842,118,353.89473684210526,0.0011903920253826855,餐饮评论-1344 离开 这么久 千层 杠杠 元 甜品 组合 套餐 建议 单人,特色餐饮
餐饮评论-1482,很差 老公 老公 穿 睡衣 过去 不让 老公 说不 买 一点 瞧不起人 觉得 买不起 差 投诉 榴莲 千层 蛋糕 约 磅 圆形,果之度（为民店）,2018,ID482,-0.06779661016949153,118,353.864406779661,0.0011902900044688251,餐饮评论-1482 很差 老公 老公 穿 睡衣 过去 不让 老公 说不 买 一点 瞧不起人 觉得 买不起 差 投诉 榴莲 千层 蛋糕 约 磅 圆形,特色餐饮
