语料ID,文本,产品名称,年份,产品ID,情感得分,出现频次,产品热度总分,产品热度,产品类型判断文本,产品类型
餐饮评论-5696,可惜 抢 代金券 特价 肥牛 券 只能 比较 花 两百 能省 下 四十 感觉 肉类 小贵 点 汤底 贵 五十八 汤底 菌菇 汤 汤 价 真的 贵 花 一百多 买 两个 汤底 人餐 包间,椒王火锅（电白店）,2021,ID4696,0.011363636363636364,200,600.0227272727273,0.00024268099396080353,餐饮评论-5696 可惜 抢 代金券 特价 肥牛 券 只能 比较 花 两百 能省 下 四十 感觉 肉类 小贵 点 汤底 贵 五十八 汤底 菌菇 汤 汤 价 真的 贵 花 一百多 买 两个 汤底 人餐 包间,特色餐饮
餐饮评论-4268,第一次 她家 套餐 人 温馨 烤鱼 宵夜 套餐 老公 说 他家 鱼 挺好吃 味道 适中 上菜 一点点 慢 不错 温馨 烤鱼 宵夜 套餐 建议 人,友情有意音乐餐厅,2021,ID3268,0.011111111111111112,200,600.0222222222222,0.0002426807896916101,餐饮评论-4268 第一次 她家 套餐 人 温馨 烤鱼 宵夜 套餐 老公 说 他家 鱼 挺好吃 味道 适中 上菜 一点点 慢 不错 温馨 烤鱼 宵夜 套餐 建议 人,特色餐饮
餐饮评论-6664,说真的 分量 真的 少 双人 套餐 还点 一碗 米饭 两个 人 吃饱 挺 好 自助 水果 不续 走 没续 服务员 催 两次 没续 明确 告诉 不上 意思 门口 招揽 说 里面 水果 空 盘子 摆在 小时 差评 反省 反省 别搞 套路 人餐 包间,椒王火锅（电白店）,2021,ID5664,0.008333333333333333,200,600.0166666666667,0.00024267854273048186,餐饮评论-6664 说真的 分量 真的 少 双人 套餐 还点 一碗 米饭 两个 人 吃饱 挺 好 自助 水果 不续 走 没续 服务员 催 两次 没续 明确 告诉 不上 意思 门口 招揽 说 里面 水果 空 盘子 摆在 小时 差评 反省 反省 别搞 套路 人餐 包间,特色餐饮
餐饮评论-5289,昨天 小雨 桂圆 食坊 找到 这家 店 很久 之前 想去 吃 试试 味道 越 吃 越香 停不下来 美团点 套餐 真的 真的 太赞 吃到 大肉 串 太 开心 肉质 鲜嫩 口口 爆汁 哒 刺激 味蕾 便宜 太高 老板 人 好 送 饮料 真的 太 绝了 串串 以后 托儿 真的 好吃 现 烤羊肉 套餐 建议 人,草原郎烤羊,2021,ID4289,0.008130081300813009,200,600.0162601626016,0.000242678378318692,餐饮评论-5289 昨天 小雨 桂圆 食坊 找到 这家 店 很久 之前 想去 吃 试试 味道 越 吃 越香 停不下来 美团点 套餐 真的 真的 太赞 吃到 大肉 串 太 开心 肉质 鲜嫩 口口 爆汁 哒 刺激 味蕾 便宜 太高 老板 人 好 送 饮料 真的 太 绝了 串串 以后 托儿 真的 好吃 现 烤羊肉 套餐 建议 人,特色餐饮
餐饮评论-6511,不错 挺好吃 分量 挺 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID5511,0.0,200,600.0,0.0002426718018470972,餐饮评论-6511 不错 挺好吃 分量 挺 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-6512,油烟味 比较 重 环境 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID5512,0.0,200,600.0,0.0002426718018470972,餐饮评论-6512 油烟味 比较 重 环境 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-5088,过来 味道 真的 不错 羊排 多点 肉 好 人现 烤羊肉 套餐,草原郎烤羊,2021,ID4088,0.0,200,600.0,0.0002426718018470972,餐饮评论-5088 过来 味道 真的 不错 羊排 多点 肉 好 人现 烤羊肉 套餐,特色餐饮
餐饮评论-4271,个钟 上菜 真的 服 单人 餐,友情有意音乐餐厅,2021,ID3271,0.0,200,600.0,0.0002426718018470972,餐饮评论-4271 个钟 上菜 真的 服 单人 餐,特色餐饮
餐饮评论-3398,味道 不错 品尝 一下 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2020,ID2398,0.0,200,600.0,0.0002426718018470972,餐饮评论-3398 味道 不错 品尝 一下 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-4753,羊肉 新嫩 多汁 正 好 一起 过来 吃 有点 热人现 烤羊肉 套餐,草原郎烤羊,2021,ID3753,0.0,200,600.0,0.0002426718018470972,餐饮评论-4753 羊肉 新嫩 多汁 正 好 一起 过来 吃 有点 热人现 烤羊肉 套餐,特色餐饮
餐饮评论-4273,香菇 滑鸡 炖汤 饭 建议 单人,友情有意音乐餐厅,2021,ID3273,0.0,200,600.0,0.0002426718018470972,餐饮评论-4273 香菇 滑鸡 炖汤 饭 建议 单人,特色餐饮
餐饮评论-6897,蜡笔小新 十元 代金券 张 张,椒王火锅（电白店）,2021,ID5897,0.0,200,600.0,0.0002426718018470972,餐饮评论-6897 蜡笔小新 十元 代金券 张 张,特色餐饮
餐饮评论-7861,娣 姐 不错 元 代金券 张 张,椒王火锅（电白店）,2021,ID6861,0.0,200,600.0,0.0002426718018470972,餐饮评论-7861 娣 姐 不错 元 代金券 张 张,特色餐饮
餐饮评论-4603,不错 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID3603,0.0,200,600.0,0.0002426718018470972,餐饮评论-4603 不错 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-7245,元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID6245,0.0,200,600.0,0.0002426718018470972,餐饮评论-7245 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-7101,这次 就餐 感觉 很赞 比较满意 口味 赞元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID6101,0.0,200,600.0,0.0002426718018470972,餐饮评论-7101 这次 就餐 感觉 很赞 比较满意 口味 赞元 代金券 张可 叠加 张,特色餐饮
餐饮评论-5102,挺不错 下次 还会 再 光顾 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID4102,0.0,200,600.0,0.0002426718018470972,餐饮评论-5102 挺不错 下次 还会 再 光顾 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-5118,味道 不错 炒粉 味道 正点 美团 现 烤羊肉 套餐 建议 人,草原郎烤羊,2021,ID4118,0.0,200,600.0,0.0002426718018470972,餐饮评论-5118 味道 不错 炒粉 味道 正点 美团 现 烤羊肉 套餐 建议 人,特色餐饮
餐饮评论-3380,总体 不错 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2020,ID2380,0.0,200,600.0,0.0002426718018470972,餐饮评论-3380 总体 不错 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-4267,饭菜 米饭 爱心 太 菜 有点 淡 披萨 不错 半价 奶茶 味道 不错 价位 真的 太 人 午餐 有余 滑饭 饮品 套餐 建议 单人,友情有意音乐餐厅,2021,ID3267,0.0,200,600.0,0.0002426718018470972,餐饮评论-4267 饭菜 米饭 爱心 太 菜 有点 淡 披萨 不错 半价 奶茶 味道 不错 价位 真的 太 人 午餐 有余 滑饭 饮品 套餐 建议 单人,特色餐饮
餐饮评论-3971,店 吃 点菜 服务员 好差 一会 点错 菜 贵 不好吃 榴莲 套餐 建议 人,友情有意音乐餐厅,2021,ID2971,0.0,200,600.0,0.0002426718018470972,餐饮评论-3971 店 吃 点菜 服务员 好差 一会 点错 菜 贵 不好吃 榴莲 套餐 建议 人,特色餐饮
餐饮评论-7858,娇娇 元 代金券 张可 叠加,椒王火锅（电白店）,2021,ID6858,0.0,200,600.0,0.0002426718018470972,餐饮评论-7858 娇娇 元 代金券 张可 叠加,特色餐饮
餐饮评论-3833,海鲜 饥饿 营销 饭点 一次 份量 少 贵族 自助 牛排 套餐 建议 单人,贵族自助牛排餐厅（华侨城店）,2021,ID2833,0.0,200,600.0,0.0002426718018470972,餐饮评论-3833 海鲜 饥饿 营销 饭点 一次 份量 少 贵族 自助 牛排 套餐 建议 单人,特色餐饮
餐饮评论-6904,差上 锅底 开火 问话 搭理 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID5904,0.0,200,600.0,0.0002426718018470972,餐饮评论-6904 差上 锅底 开火 问话 搭理 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-3867,还好 有点 贵 口味 挺不错 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2867,0.0,200,600.0,0.0002426718018470972,餐饮评论-3867 还好 有点 贵 口味 挺不错 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-6436,说 加辣 几次 没加 无语 前几次 吃 还好 这次 吃 完 两个 人 拉肚子 知道 说 现 烤羊肉 套餐 建议 人,草原郎烤羊,2021,ID5436,0.0,200,600.0,0.0002426718018470972,餐饮评论-6436 说 加辣 几次 没加 无语 前几次 吃 还好 这次 吃 完 两个 人 拉肚子 知道 说 现 烤羊肉 套餐 建议 人,特色餐饮
餐饮评论-6194,这次 就餐 感觉 很赞 比较满意 口味 环境 接待 元 代金券 张 张,椒王火锅（电白店）,2021,ID5194,0.0,200,600.0,0.0002426718018470972,餐饮评论-6194 这次 就餐 感觉 很赞 比较满意 口味 环境 接待 元 代金券 张 张,特色餐饮
餐饮评论-4372,榴莲 套餐 建议 人,友情有意音乐餐厅,2021,ID3372,0.0,200,600.0,0.0002426718018470972,餐饮评论-4372 榴莲 套餐 建议 人,特色餐饮
餐饮评论-4698,这次 就餐 感觉 很赞 比较满意 环境 口味 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID3698,0.0,200,600.0,0.0002426718018470972,餐饮评论-4698 这次 就餐 感觉 很赞 比较满意 环境 口味 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-7212,味道 不错 环境 挺 好 缤纷 套餐 建议 单人,友情有意音乐餐厅,2021,ID6212,0.0,200,600.0,0.0002426718018470972,餐饮评论-7212 味道 不错 环境 挺 好 缤纷 套餐 建议 单人,特色餐饮
餐饮评论-4861,好吃 啃到 只 剩 骨头 刚端 来时 忘记 拍照 人现 烤羊肉 套餐,草原郎烤羊,2021,ID3861,0.0,200,600.0,0.0002426718018470972,餐饮评论-4861 好吃 啃到 只 剩 骨头 刚端 来时 忘记 拍照 人现 烤羊肉 套餐,特色餐饮
餐饮评论-4867,好 滑饭 饮品 套餐 建议 单人,友情有意音乐餐厅,2021,ID3867,0.0,200,600.0,0.0002426718018470972,餐饮评论-4867 好 滑饭 饮品 套餐 建议 单人,特色餐饮
餐饮评论-6392,这次 就餐 感觉 很赞 比较满意 环境 口味 接待 青江 鱼 烤鱼 套餐 配菜 口味 香辣 蒜 香 酸菜 份,友情有意音乐餐厅,2021,ID5392,0.0,200,600.0,0.0002426718018470972,餐饮评论-6392 这次 就餐 感觉 很赞 比较满意 环境 口味 接待 青江 鱼 烤鱼 套餐 配菜 口味 香辣 蒜 香 酸菜 份,特色餐饮
餐饮评论-3634,环境 不错 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2634,0.0,200,600.0,0.0002426718018470972,餐饮评论-3634 环境 不错 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-6210,辣味 后劲 足 本来 打算 老板 辣 还好 忘 味道 好 骚现 烤羊肉 套餐 建议 人,草原郎烤羊,2021,ID5210,0.0,200,600.0,0.0002426718018470972,餐饮评论-6210 辣味 后劲 足 本来 打算 老板 辣 还好 忘 味道 好 骚现 烤羊肉 套餐 建议 人,特色餐饮
餐饮评论-4692,鱼 挺大 份 味道 青江 鱼 烤鱼 套餐 配菜 口味 香辣 蒜 香 酸菜 份,友情有意音乐餐厅,2021,ID3692,0.0,200,600.0,0.0002426718018470972,餐饮评论-4692 鱼 挺大 份 味道 青江 鱼 烤鱼 套餐 配菜 口味 香辣 蒜 香 酸菜 份,特色餐饮
餐饮评论-7472,不错 口味 相对 比较 正 份量 少 一点 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID6472,0.0,200,600.0,0.0002426718018470972,餐饮评论-7472 不错 口味 相对 比较 正 份量 少 一点 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-7062,人 套餐 吃 很饱 口味 正好 下次 来现 烤羊肉 套餐 建议 人,草原郎烤羊,2021,ID6062,0.0,200,600.0,0.0002426718018470972,餐饮评论-7062 人 套餐 吃 很饱 口味 正好 下次 来现 烤羊肉 套餐 建议 人,特色餐饮
餐饮评论-3879,店 里面 开门 当时 一点 菜品 我点 这份 黑胡椒 牛扒 真的 这辈子 吃 口感 最最 最 塑料 牛排 牛排肉 一块 下来 嚼 一会 吃到 嚼 不烂 有韧劲 胶状物 体 牛 身上 部位 一块 牛扒 起码 吃出 十几口 玩意儿 合成 牛扒 走 点心 起码 好 一点 下面 说 说 自助 菜品 凉拌菜 油炸 小吃 饮料 水果 不谈 只 谈 热菜 热菜 六七 样 炒饭 难吃 意面 里面 浑水摸鱼 热菜 喜欢 吃 盘子 钉螺 不如说是 玩意儿 好吃 濑尿虾 稀疏 肉 知道 去世 很久 扇贝 跟生 蚝 吐槽 一下 两份 东西 一下 相对 珍贵 食品 厨师 做 难吃 扇贝 肉 小 粉丝 粉丝 里面 全是 油生 蚝 一口 下去 油 蒜 味 一点 海鲜 鲜味 吃 直接 欲哭无泪 下面 说 说 总体 来说 不错 收盘 子 挺 建议 一下 那位 端 牛扒 小 哥哥 帮 翻 一下 鸡蛋 翻 翻破 贵族 自助 牛排 套餐 建议 单人,贵族自助牛排餐厅（华侨城店）,2021,ID2879,0.0,200,600.0,0.0002426718018470972,餐饮评论-3879 店 里面 开门 当时 一点 菜品 我点 这份 黑胡椒 牛扒 真的 这辈子 吃 口感 最最 最 塑料 牛排 牛排肉 一块 下来 嚼 一会 吃到 嚼 不烂 有韧劲 胶状物 体 牛 身上 部位 一块 牛扒 起码 吃出 十几口 玩意儿 合成 牛扒 走 点心 起码 好 一点 下面 说 说 自助 菜品 凉拌菜 油炸 小吃 饮料 水果 不谈 只 谈 热菜 热菜 六七 样 炒饭 难吃 意面 里面 浑水摸鱼 热菜 喜欢 吃 盘子 钉螺 不如说是 玩意儿 好吃 濑尿虾 稀疏 肉 知道 去世 很久 扇贝 跟生 蚝 吐槽 一下 两份 东西 一下 相对 珍贵 食品 厨师 做 难吃 扇贝 肉 小 粉丝 粉丝 里面 全是 油生 蚝 一口 下去 油 蒜 味 一点 海鲜 鲜味 吃 直接 欲哭无泪 下面 说 说 总体 来说 不错 收盘 子 挺 建议 一下 那位 端 牛扒 小 哥哥 帮 翻 一下 鸡蛋 翻 翻破 贵族 自助 牛排 套餐 建议 单人,特色餐饮
餐饮评论-4914,一般般 没什么 东西 吃 东西 吃 贵族 自助 牛排 套餐 建议 单人,贵族自助牛排餐厅（华侨城店）,2021,ID3914,0.0,200,600.0,0.0002426718018470972,餐饮评论-4914 一般般 没什么 东西 吃 东西 吃 贵族 自助 牛排 套餐 建议 单人,特色餐饮
餐饮评论-4678,好 味道 缤纷 套餐 建议 单人,友情有意音乐餐厅,2021,ID3678,0.0,200,600.0,0.0002426718018470972,餐饮评论-4678 好 味道 缤纷 套餐 建议 单人,特色餐饮
餐饮评论-4927,发霉 牛肉 发 黑点 牛肉 吃 吃到 拉肚子 吐 人 查 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID3927,0.0,200,600.0,0.0002426718018470972,餐饮评论-4927 发霉 牛肉 发 黑点 牛肉 吃 吃到 拉肚子 吐 人 查 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-4931,这家 店 超高 建议 尝一尝 祝 老板 生意兴隆 财源 广进 猪笼 入水 人现 烤羊肉 套餐,草原郎烤羊,2021,ID3931,0.0,200,600.0,0.0002426718018470972,餐饮评论-4931 这家 店 超高 建议 尝一尝 祝 老板 生意兴隆 财源 广进 猪笼 入水 人现 烤羊肉 套餐,特色餐饮
餐饮评论-3830,感觉 不错 味道 不错 麻辣 牛肉 真的 超级 麻辣 凑字 凑字 凑字 凑 凑字 凑字 凑字 凑字 凑字 凑字 凑 凑字 凑字 凑字 凑字 凑字 凑字 凑 凑字 凑字 凑字 凑字 凑字 凑字 凑 凑字 凑字 凑 字元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2830,0.0,200,600.0,0.0002426718018470972,餐饮评论-3830 感觉 不错 味道 不错 麻辣 牛肉 真的 超级 麻辣 凑字 凑字 凑字 凑 凑字 凑字 凑字 凑字 凑字 凑字 凑 凑字 凑字 凑字 凑字 凑字 凑字 凑 凑字 凑字 凑字 凑字 凑字 凑字 凑 凑字 凑字 凑 字元 代金券 张可 叠加 张,特色餐饮
餐饮评论-7436,环境 比较 好 餐厅 普普通通 饭 装盘 仪式 感 快餐 哈哈哈 位置 好找 三岔路口 路边 门口 停 摩托车 单人 餐,友情有意音乐餐厅,2021,ID6436,0.0,200,600.0,0.0002426718018470972,餐饮评论-7436 环境 比较 好 餐厅 普普通通 饭 装盘 仪式 感 快餐 哈哈哈 位置 好找 三岔路口 路边 门口 停 摩托车 单人 餐,特色餐饮
餐饮评论-4939,好 调料 挺 元 代金券 张可 叠加,椒王火锅（电白店）,2021,ID3939,0.0,200,600.0,0.0002426718018470972,餐饮评论-4939 好 调料 挺 元 代金券 张可 叠加,特色餐饮
餐饮评论-6247,环境 好 味道 棒 约会 好 榴莲 套餐 建议 人,友情有意音乐餐厅,2021,ID5247,0.0,200,600.0,0.0002426718018470972,餐饮评论-6247 环境 好 味道 棒 约会 好 榴莲 套餐 建议 人,特色餐饮
餐饮评论-6400,觉得 好吃 菜品 可惜 茂名市 区 暂时 每次 吃 跑 万达 元 代金券 张可 叠加,椒王火锅（电白店）,2021,ID5400,0.0,200,600.0,0.0002426718018470972,餐饮评论-6400 觉得 好吃 菜品 可惜 茂名市 区 暂时 每次 吃 跑 万达 元 代金券 张可 叠加,特色餐饮
餐饮评论-4795,好人 现 烤羊肉 套餐,草原郎烤羊,2021,ID3795,0.0,200,600.0,0.0002426718018470972,餐饮评论-4795 好人 现 烤羊肉 套餐,特色餐饮
餐饮评论-3736,炸鸡 分量 超足炸 超级 脆 淋 酱 很脆 蒜 香 奶酪 咸香口 柚子 酸甜 微辣口 两个 味道 不错 我家 点 不到 这家 外卖 韩式 炸鸡 选,Hello炸鸡（方兴店）,2021,ID2736,0.0,200,600.0,0.0002426718018470972,餐饮评论-3736 炸鸡 分量 超足炸 超级 脆 淋 酱 很脆 蒜 香 奶酪 咸香口 柚子 酸甜 微辣口 两个 味道 不错 我家 点 不到 这家 外卖 韩式 炸鸡 选,特色餐饮
餐饮评论-7043,环境 不错 环境 口味 环境 口味 口味 口味 口味 口味 口味 口味 招牌 奶茶 口味 环境 套餐 单人 餐 薯条 单人 餐,友情有意音乐餐厅,2021,ID6043,0.0,200,600.0,0.0002426718018470972,餐饮评论-7043 环境 不错 环境 口味 环境 口味 口味 口味 口味 口味 口味 口味 招牌 奶茶 口味 环境 套餐 单人 餐 薯条 单人 餐,特色餐饮
餐饮评论-7000,味道 不错 服务员 下单 多下 十几碗 米饭 结账 一百多块 钱 最后 退 鸭 血 挺好吃 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID6000,0.0,200,600.0,0.0002426718018470972,餐饮评论-7000 味道 不错 服务员 下单 多下 十几碗 米饭 结账 一百多块 钱 最后 退 鸭 血 挺好吃 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-4373,青江 鱼 烤鱼 套餐 配菜 口味 香辣 蒜 香 酸菜 份,友情有意音乐餐厅,2021,ID3373,0.0,200,600.0,0.0002426718018470972,餐饮评论-4373 青江 鱼 烤鱼 套餐 配菜 口味 香辣 蒜 香 酸菜 份,特色餐饮
餐饮评论-6248,必点 烤鱼 大人 小孩 爱 吃 好 服务到位 元 代金券 张可 叠加,友情有意音乐餐厅,2021,ID5248,0.0,200,600.0,0.0002426718018470972,餐饮评论-6248 必点 烤鱼 大人 小孩 爱 吃 好 服务到位 元 代金券 张可 叠加,特色餐饮
餐饮评论-3760,挺 好 味道好 自我感觉 哈元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2760,0.0,200,600.0,0.0002426718018470972,餐饮评论-3760 挺 好 味道好 自我感觉 哈元 代金券 张可 叠加 张,特色餐饮
餐饮评论-7458,分量 超级 赞元 代金券 张 张,椒王火锅（电白店）,2021,ID6458,0.0,200,600.0,0.0002426718018470972,餐饮评论-7458 分量 超级 赞元 代金券 张 张,特色餐饮
餐饮评论-4382,东非 小 哥哥 好 汤 好喝 味道 不错 元 代金券 张可 叠加 张,椒王火锅（电白店）,2021,ID3382,0.0,200,600.0,0.0002426718018470972,餐饮评论-4382 东非 小 哥哥 好 汤 好喝 味道 不错 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-3704,口味 不错 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2704,0.0,200,600.0,0.0002426718018470972,餐饮评论-3704 口味 不错 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-6240,还行 现 烤羊肉 套餐 建议 人,草原郎烤羊,2021,ID5240,0.0,200,600.0,0.0002426718018470972,餐饮评论-6240 还行 现 烤羊肉 套餐 建议 人,特色餐饮
餐饮评论-3702,一般般 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2702,0.0,200,600.0,0.0002426718018470972,餐饮评论-3702 一般般 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-6239,常来 现 烤羊肉 套餐 建议 人,草原郎烤羊,2021,ID5239,0.0,200,600.0,0.0002426718018470972,餐饮评论-6239 常来 现 烤羊肉 套餐 建议 人,特色餐饮
餐饮评论-6995,不错 咯元 代金券 张可 叠加,法兰度航空主题餐厅（东汇城店）,2021,ID5995,0.0,200,600.0,0.0002426718018470972,餐饮评论-6995 不错 咯元 代金券 张可 叠加,特色餐饮
餐饮评论-4823,羊肉串 味道好 肉质 鲜美 好人 现 烤羊肉 套餐,草原郎烤羊,2021,ID3823,0.0,200,600.0,0.0002426718018470972,餐饮评论-4823 羊肉串 味道好 肉质 鲜美 好人 现 烤羊肉 套餐,特色餐饮
餐饮评论-3682,买 劵 整单 少收 一元 干 说 没出 钱 醉 影响 心情 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2682,0.0,200,600.0,0.0002426718018470972,餐饮评论-3682 买 劵 整单 少收 一元 干 说 没出 钱 醉 影响 心情 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-4843,味道 元 代金券 张可 叠加,椒王火锅（电白店）,2021,ID3843,0.0,200,600.0,0.0002426718018470972,餐饮评论-4843 味道 元 代金券 张可 叠加,特色餐饮
餐饮评论-3582,行点 没什么 好菜 之前 去过 说 早点 有生 蚝 服务员 说 问问 问问 问问 走 见到 行点 没什么 好菜 之前 去过 说 早点 有生 蚝 服务员 说 问问 问问 问问 走 见到 贵族 自助 牛排 套餐 建议 单人,贵族自助牛排餐厅（华侨城店）,2021,ID2582,0.0,200,600.0,0.0002426718018470972,餐饮评论-3582 行点 没什么 好菜 之前 去过 说 早点 有生 蚝 服务员 说 问问 问问 问问 走 见到 行点 没什么 好菜 之前 去过 说 早点 有生 蚝 服务员 说 问问 问问 问问 走 见到 贵族 自助 牛排 套餐 建议 单人,特色餐饮
餐饮评论-6113,有点 贵量 少元 代金券 张可 叠加,椒王火锅（电白店）,2021,ID5113,0.0,200,600.0,0.0002426718018470972,餐饮评论-6113 有点 贵量 少元 代金券 张可 叠加,特色餐饮
餐饮评论-5064,环境 好 不错 羊肉串 大且 入味 两个 人妥 妥 吃饱 强烈推荐 可惜 羊排 下次 机会 尝到 人现 烤羊肉 套餐,草原郎烤羊,2021,ID4064,0.0,200,600.0,0.0002426718018470972,餐饮评论-5064 环境 好 不错 羊肉串 大且 入味 两个 人妥 妥 吃饱 强烈推荐 可惜 羊排 下次 机会 尝到 人现 烤羊肉 套餐,特色餐饮
餐饮评论-5035,烧烤店 环境 不错 味道 不错 人现 烤羊肉 套餐,草原郎烤羊,2021,ID4035,0.0,200,600.0,0.0002426718018470972,餐饮评论-5035 烧烤店 环境 不错 味道 不错 人现 烤羊肉 套餐,特色餐饮
餐饮评论-7371,收茶 位费 收 调料 费 两样 加 点 两个 菜 菜 分量 太贵 元 代金券 张可 叠加,椒王火锅（电白店）,2021,ID6371,0.0,200,600.0,0.0002426718018470972,餐饮评论-7371 收茶 位费 收 调料 费 两样 加 点 两个 菜 菜 分量 太贵 元 代金券 张可 叠加,特色餐饮
餐饮评论-6057,蜡笔小新 元 代金券 张可 叠加,椒王火锅（电白店）,2021,ID5057,0.0,200,600.0,0.0002426718018470972,餐饮评论-6057 蜡笔小新 元 代金券 张可 叠加,特色餐饮
餐饮评论-7425,棒棒 哒 元 代金券 张可 叠加,法兰度航空主题餐厅（东汇城店）,2021,ID6425,0.0,200,600.0,0.0002426718018470972,餐饮评论-7425 棒棒 哒 元 代金券 张可 叠加,特色餐饮
餐饮评论-4649,味道 不错 火锅 底 不错 肥牛 肥羊 超赞元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID3649,0.0,200,600.0,0.0002426718018470972,餐饮评论-4649 味道 不错 火锅 底 不错 肥牛 肥羊 超赞元 代金券 张可 叠加 张,特色餐饮
餐饮评论-7073,霞 好元 代金券 张 张,椒王火锅（电白店）,2021,ID6073,0.0,200,600.0,0.0002426718018470972,餐饮评论-7073 霞 好元 代金券 张 张,特色餐饮
餐饮评论-6917,总的来讲 比较 下次 会去 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID5917,0.0,200,600.0,0.0002426718018470972,餐饮评论-6917 总的来讲 比较 下次 会去 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-4296,好 味道 好 元 代金券 张可 叠加,椒王火锅（电白店）,2021,ID3296,0.0,200,600.0,0.0002426718018470972,餐饮评论-4296 好 味道 好 元 代金券 张可 叠加,特色餐饮
餐饮评论-4415,这次 就餐 感觉 很赞 比较满意 缤纷 套餐 建议 单人,友情有意音乐餐厅,2021,ID3415,0.0,200,600.0,0.0002426718018470972,餐饮评论-4415 这次 就餐 感觉 很赞 比较满意 缤纷 套餐 建议 单人,特色餐饮
餐饮评论-6039,太划 算了吧 只 吃 他家 烤羊肉 知道 买 现 烤羊肉 套餐 建议 人,草原郎烤羊,2021,ID5039,0.0,200,600.0,0.0002426718018470972,餐饮评论-6039 太划 算了吧 只 吃 他家 烤羊肉 知道 买 现 烤羊肉 套餐 建议 人,特色餐饮
餐饮评论-6062,好 好 好 榴莲 套餐 建议 人,友情有意音乐餐厅,2021,ID5062,0.0,200,600.0,0.0002426718018470972,餐饮评论-6062 好 好 好 榴莲 套餐 建议 人,特色餐饮
餐饮评论-5038,超级 好人 商量 过后 双人 套餐 里 羊排 换成 羊肉串 份量 超足 强烈推荐 味道 返 寻味 人现 烤羊肉 套餐,草原郎烤羊,2021,ID4038,0.0,200,600.0,0.0002426718018470972,餐饮评论-5038 超级 好人 商量 过后 双人 套餐 里 羊排 换成 羊肉串 份量 超足 强烈推荐 味道 返 寻味 人现 烤羊肉 套餐,特色餐饮
餐饮评论-6033,这次 就餐 感觉 很赞 比较满意 接待 缤纷 套餐 建议 单人,友情有意音乐餐厅,2021,ID5033,0.0,200,600.0,0.0002426718018470972,餐饮评论-6033 这次 就餐 感觉 很赞 比较满意 接待 缤纷 套餐 建议 单人,特色餐饮
餐饮评论-7164,好杰伦 同款 奶茶 选,Hello炸鸡（方兴店）,2021,ID6164,0.0,200,600.0,0.0002426718018470972,餐饮评论-7164 好杰伦 同款 奶茶 选,特色餐饮
