产品ID,产品类型,产品名称,产品热度,年份
ID570,景点,南路地区,0.0048,2020
ID571,乡村旅游,牙象大地艺术,0.0048,2020
ID572,民宿,根子元坝村,0.0048,2020
ID573,乡村旅游,江东北路,0.0048,2020
ID574,乡村旅游,枝,0.0048,2020
ID575,民宿,尼洋河,0.0048,2020
ID576,乡村旅游,茂化路,0.0048,2020
ID577,景点,观珠镇,0.0048,2020
ID578,景区,玉湖,0.0048,2020
ID579,酒店,茂名君怡酒店,0.0048,2020
ID580,景点,稻田,0.0048,2020
ID581,酒店,化州星河国际假日酒店,0.0048,2020
ID582,景区,奇石公园,0.0047,2020
ID583,景点,田,0.0047,2020
ID584,景区,霞山海鲜批发市场,0.0047,2020
ID585,景点,中坳,0.0047,2020
ID586,景点,广州奥林匹克体育中心游泳馆,0.0047,2020
ID587,景区,区,0.0047,2020
ID588,景点,朝阳路,0.0047,2020
ID589,景点,碧桂园城,0.0047,2020
ID590,景点,浮山岭超世寺,0.0047,2020
ID591,酒店,电白名宴酒店,0.0047,2020
ID592,景点,钟南山,0.0047,2020
ID593,酒店,城市便捷酒店(茂名水东万达广场区政府店),0.0047,2020
ID594,酒店,高州沿江商务宾馆,0.0047,2020
ID595,景点,岭南,0.0047,2020
ID596,景点,茂名国家高新技术产业开发区规划展览馆,0.0047,2020
ID597,酒店,茂名市华海酒店,0.0047,2020
ID598,景区,京城,0.0047,2020
ID599,景点,顿标,0.0047,2020
ID600,景区,螺岗小镇,0.0047,2020
ID601,景区,三官山,0.0047,2020
ID602,景点,荔乡,0.0047,2020
ID603,酒店,信宜丽晶酒店,0.0047,2020
ID604,酒店,茂名蓝海洋酒店,0.0046,2020
ID605,景区,深圳,0.0046,2020
ID606,景区,马踏镇,0.0046,2020
ID607,酒店,茂名君悦商务酒店人民大道店,0.0046,2020
ID608,酒店,高州明悦宾馆,0.0046,2020
ID609,景区,阳光玫瑰生态园,0.0046,2020
ID610,酒店,信宜天鹅湖宾馆,0.0045,2020
ID611,酒店,如家酒店·neo(茂名人民路步行街中心店),0.0045,2020
ID612,景点,香港,0.0045,2020
ID613,酒店,尚客优连锁酒店(信宜银湖路店),0.0045,2020
ID614,酒店,高州卡尔顿酒店,0.0044,2020
ID615,景点,电白,0.0044,2020
ID616,酒店,茂名东诚智能公寓,0.0044,2020
ID617,景区,青州岛,0.0044,2020
ID618,酒店,茂名龙栖湾旅馆,0.0042,2020
ID619,景区,浪漫海岸旅游度假区,0.004,2020
ID620,酒店,茂名安途四季酒店,0.0038,2020
ID621,景区,粤龙山风景区,0.0037,2020
ID622,酒店,茂名恒运商务酒店,0.0037,2020
ID623,酒店,茂名泊愉青年公寓,0.0035,2020
ID624,景区,电白区,0.0034,2020
ID625,景点,合水镇,0.0033,2020
ID626,酒店,麗枫酒店(茂名高铁站店),0.0029,2020
ID627,酒店,凯里亚德酒店(茂名电白万达广场店),-0.0015,2020
ID628,酒店,英利商务酒店(化州上街路店),-0.0018,2020
ID629,酒店,凯里亚德酒店(茂名高铁站店),-0.0022,2020
ID630,特色餐饮,果之度（开发区店）,-0.0022,2020
ID631,特色餐饮,爵士厚牛排自助餐馆（汇丰店）,-0.0035,2020
ID632,酒店,茂名碧海湾酒店,-0.0035,2020
ID633,特色餐饮,友情有意音乐餐厅,0.0036,2021
ID634,特色餐饮,悦创小鹅鹅桂林米粉（双山一路店）,0.0036,2021
ID635,景点,飞鹅岭,0.0036,2021
ID636,特色餐饮,云南过桥米线（汇景店）,0.0036,2021
ID637,特色餐饮,二月时光烘焙坊（华夏世纪花园店）,0.0036,2021
ID638,特色餐饮,满酱（东湖店）,0.0036,2021
ID639,特色餐饮,麦壳西点（开发区店）,0.0036,2021
ID640,特色餐饮,付记·招牌酸菜鱼,0.0036,2021
ID641,特色餐饮,汉宫传承隆江猪脚饭（上排垌店）,0.0036,2021
ID642,特色餐饮,喜姐炸串（新天地店）,0.0036,2021
ID643,特色餐饮,帕拉图西餐酒廊（华侨城店）,0.0036,2021
ID644,酒店,茂名御水古温泉度假,0.0036,2021
ID645,酒店,电白童子湾,0.0036,2021
ID646,特色餐饮,港堡汉堡（双山四路店）,0.0036,2021
ID647,景点,宝藏乐园,0.0036,2021
ID648,酒店,御水古,0.0036,2021
ID649,酒店,茂名星城湾国际酒店,0.0036,2021
ID650,特色餐饮,椒王火锅（电白店）,0.0036,2021
ID651,特色餐饮,油校西餐厅（光遇·油校光华校区店）,0.0036,2021
ID652,景区,南,0.0036,2021
ID653,特色餐饮,真功夫（传湾新天地店）,0.0036,2021
ID654,景点,木头塘,0.0036,2021
ID655,特色餐饮,椒王火锅（高州店）,0.0036,2021
ID656,景点,文武庙广场,0.0036,2021
ID657,景点,霞洞,0.0036,2021
ID658,景点,沁香阁,0.0036,2021
ID659,特色餐饮,LINLEE·手打柠檬茶（文创店）,0.0036,2021
ID660,特色餐饮,茶自点（文光店）,0.0036,2021
ID661,景区,茂名市滨海新区,0.0036,2021
ID662,景点,博贺渔,0.0036,2021
ID663,景区,温德姆酒店,0.0036,2021
ID664,酒店,白石镇,0.0036,2021
ID665,特色餐饮,小和寿司（光明路店）,0.0036,2021
ID666,酒店,柏高酒店(茂名高铁站店),0.0036,2021
ID667,景点,化,0.0036,2021
ID668,乡村旅游,茂名博物馆,0.0036,2021
ID669,景区,信宜莲花湖旅游度假区,0.0036,2021
ID670,景点,贡园贡园,0.0036,2021
ID671,景点,中国荔枝博物馆,0.0036,2021
ID672,特色餐饮,遇见桃园烤鱼（新福路店）,0.0036,2021
ID673,乡村旅游,木院村,0.0036,2021
ID674,特色餐饮,天台月光帐篷餐厅,0.0036,2021
ID675,景区,莲头岭,0.0036,2021
ID676,酒店,御品豆花（宾南路店）,0.0036,2021
ID677,景点,朝阳,0.0036,2021
ID678,景点,茂名万达广场,0.0036,2021
ID679,景点,高州市植物园,0.0036,2021
ID680,特色餐饮,果·町·果汁·果茶（金港湾店）,0.0036,2021
ID681,特色餐饮,储良母树公园,0.0036,2021
ID682,景点,茂名水东湾海洋公园,0.0036,2021
ID683,景区,茂名级,0.0036,2021
ID684,景区,加拿大,0.0036,2021
ID685,景点,湛茂,0.0036,2021
ID686,酒店,光华南路,0.0036,2021
ID687,景区,霞山海鲜批发,0.0036,2021
ID688,景点,茂名站南片区,0.0036,2021
ID689,景点,油城路,0.0036,2021
ID690,景点,伊春市,0.0036,2021
ID691,景区,广州市,0.0036,2021
ID692,乡村旅游,粤龙山,0.0036,2021
ID693,特色餐饮,草原郎烤羊,0.0036,2021
ID694,景区,鳌头镇,0.0036,2021
ID695,景区,水东湾红树林景区,0.0036,2021
ID696,景点,羊城,0.0036,2021
ID697,景点,博贺湾,0.0036,2021
ID698,景区,茂名滨海,0.0036,2021
ID699,景点,陈金顶,0.0036,2021
ID700,特色餐饮,西安世纪金源大饭店,0.0036,2021
ID701,景区,廉江,0.0036,2021
ID702,景区,云开山,0.0036,2021
ID703,景区,坡心镇,0.0036,2021
ID704,景区,英国,0.0036,2021
ID705,景点,向洋大道,0.0036,2021
ID706,景点,小良镇,0.0036,2021
ID707,酒店,大梅沙,0.0036,2021
ID708,特色餐饮,贤合庄卤味火锅（电白万达店）,0.0036,2021
ID709,景点,广州白云国际会议中心世纪大会堂,0.0036,2021
ID710,景点,名市,0.0036,2021
ID711,景区,信宜镇隆,0.0036,2021
ID712,景点,窝,0.0036,2021
ID713,景区,锦江,0.0036,2021
ID714,景区,绿地公园,0.0036,2021
ID715,景点,罗定,0.0036,2021
ID716,景点,吴川,0.0036,2021
ID717,景点,江滨公园,0.0036,2021
ID718,景点,颐年苑,0.0036,2021
ID719,景点,站前大道,0.0036,2021
ID720,景区,万,0.0036,2021
ID721,乡村旅游,新加坡,0.0036,2021
ID722,景点,大榭开发区,0.0036,2021
ID723,乡村旅游,小东江大雾岭自然保护区,0.0036,2021
ID724,乡村旅游,钱排镇三华李现代产业园,0.0036,2021
ID725,景点,印度尼西亚,0.0036,2021
ID726,景区,电白体育公园,0.0036,2021
ID727,景区,浪漫海岸国际旅游度假区,0.0036,2021
ID728,景区,白麻岗镇热水村,0.0036,2021
ID729,乡村旅游,南盛湖艳村,0.0036,2021
ID730,乡村旅游,来宾,0.0036,2021
ID731,景区,玉林市,0.0036,2021
ID732,酒店,茂名茂南高山九树公寓,0.0036,2021
ID733,景区,茂名御水古温泉度假村,0.0036,2021
ID734,乡村旅游,宾,0.0036,2021
ID735,乡村旅游,同庆镇,0.0036,2021
ID736,景区,马鞍岭森林公园,0.0036,2021
ID737,酒店,茂名市国际大酒店,0.0036,2021
ID738,景点,茂南区金塘镇牙象大地艺术公园,0.0036,2021
ID739,景点,云潭镇,0.0036,2021
ID740,乡村旅游,粤,0.0036,2021
ID741,景点,荷花镇,0.0036,2021
ID742,景点,心湖,0.0036,2021
ID743,景区,大田顶,0.0036,2021
ID744,景区,江,0.0036,2021
ID745,景区,茂南区露天矿生态公园,0.0036,2021
ID746,景点,嘉豪轩食品文化产业园,0.0036,2021
ID747,乡村旅游,海南自由,0.0036,2021
ID748,景点,粤西地,0.0036,2021
ID749,乡村旅游,羊角镇,0.0036,2021
ID750,乡村旅游,官桥镇,0.0036,2021
ID751,景区,潘仙祠,0.0036,2021
ID752,景点,现代农业产业,0.0036,2021
ID753,乡村旅游,泰沉香博物馆,0.0036,2021
ID754,乡村旅游,好心湖,0.0036,2021
ID755,景点,站南公园,0.0036,2021
ID756,景点,云茂,0.0036,2021
ID757,景点,第一,0.0036,2021
ID758,景区,凌霄岩风景区,0.0036,2021
ID759,景点,春苑公园,0.0036,2021
ID760,特色餐饮,肯德基（茂名官渡店）,0.0036,2021
ID761,景区,塘霞村,0.0036,2021
ID762,特色餐饮,塔斯汀中国汉堡（民主店）,0.0036,2021
ID763,景点,江东中路,0.0036,2021
ID764,景区,中国进出口商品交易会展馆,0.0036,2021
ID765,乡村旅游,大北国村,0.0036,2021
ID766,景点,山脚坡村,0.0036,2021
ID767,景点,济南,0.0036,2021
ID768,景点,湛茂阳,0.0036,2021
ID769,酒店,横琴,0.0036,2021
ID770,景区,分界镇,0.0036,2021
ID771,景点,茂名港博贺,0.0036,2021
ID772,民宿,从化区,0.0036,2021
ID773,特色餐饮,入火韩国烤肉（华侨城店）,0.0036,2021
ID774,酒店,茂名国际大,0.0036,2021
ID775,景区,鉴,0.0036,2021
ID776,景区,北京天安门广场,0.0036,2021
ID777,特色餐饮,冲天香鸭粥店（光华北店）,0.0036,2021
ID778,景点,绿,0.0036,2021
ID779,特色餐饮,泰哥茶档,0.0036,2021
ID780,景区,广东茂名浪漫海岸旅游区,0.0036,2021
ID781,景区,罗定机场,0.0036,2021
ID782,景点,广东茂名滨海新区,0.0036,2021
ID783,景点,永州,0.0036,2021
ID784,景区,出口商品交易会展馆,0.0036,2021
ID785,景点,茂名高新区,0.0036,2021
ID786,景区,南塘镇,0.0036,2021
ID787,景点,化州地区,0.0036,2021
ID788,景点,光华北路,0.0036,2021
ID789,特色餐饮,莲塘,0.0036,2021
ID790,乡村旅游,黑泥塘村,0.0036,2021
ID791,景点,甲子大道,0.0036,2021
ID792,景区,母亲河,0.0036,2021
ID793,景点,白龙温泉,0.0036,2021
ID794,景点,花坎村,0.0036,2021
ID795,景点,电白红树林自然,0.0036,2021
ID796,乡村旅游,大唐荔乡景,0.0036,2021
ID797,景点,长城,0.0036,2021
ID798,景区,维也纳酒店,0.0036,2021
ID799,景区,广州南丰朗豪酒店,0.0036,2021
ID800,景点,新福,0.0036,2021
ID801,景点,那务镇,0.0036,2021
ID802,景点,茂名市少年宫,0.0036,2021
ID803,乡村旅游,深圳国际会展中心,0.0036,2021
ID804,乡村旅游,非洲,0.0036,2021
ID805,景点,阳,0.0036,2021
ID806,景点,阳江沙扒海上风电场,0.0036,2021
ID807,乡村旅游,茂名市滨海新区电城镇架炮村,0.0036,2021
ID808,景区,粤北,0.0036,2021
ID809,乡村旅游,解放纪念,0.0036,2021
ID810,景点,化州市博物馆,0.0036,2021
ID811,景点,大园三路,0.0036,2021
ID812,景区,冼太夫人故,0.0036,2021
ID813,景区,连江口镇,0.0036,2021
ID814,特色餐饮,江渔儿酸菜鱼（高州店）,0.0036,2021
ID815,景区,城,0.0036,2021
ID816,景点,钧盟电竞馆,0.0036,2021
ID817,景区,谭则桥,0.0036,2021
ID818,景点,鳌头墟镇,0.0036,2021
ID819,景区,南海博贺滨海旅,0.0036,2021
ID820,景点,化工业园,0.0036,2021
ID821,景点,信宜汽车,0.0036,2021
ID822,景点,中路,0.0036,2021
ID823,景点,化州市现代农业产业园,0.0036,2021
ID824,景点,高凉南山,0.0036,2021
ID825,酒店,茂名六韬珠宝创意产业园,0.0036,2021
ID826,景区,福华市场,0.0036,2021
ID827,景区,河源市霍山旅游风景区,0.0036,2021
ID828,景区,茂名镇,0.0036,2021
ID829,乡村旅游,龙山村,0.0036,2021
ID830,景点,中华人民共和,0.0036,2021
ID831,乡村旅游,人民大会堂,0.0036,2021
ID832,乡村旅游,新冠,0.0036,2021
ID833,景区,汉庭湛江徐闻港口码头酒店,0.0036,2021
ID834,景点,茂南区红旗湖公园,0.0036,2021
ID835,景点,金垌镇,0.0036,2021
ID836,景点,茶山镇,0.0036,2021
ID837,景点,金塘镇牙象大地艺术公园,0.0036,2021
ID838,乡村旅游,华讯,0.0036,2021
ID839,特色餐饮,煲珠霸（中山路店）,0.0036,2021
ID840,景点,福华,0.0036,2021
ID841,景点,茂名地,0.0036,2021
ID842,景区,阳春市,0.0036,2021
ID843,酒店,海龙阁,0.0036,2021
ID844,乡村旅游,望夫镇,0.0036,2021
ID845,民宿,深镇镇,0.0036,2021
ID846,景点,南香村,0.0036,2021
ID847,景点,古丁镇,0.0036,2021
ID848,景点,宁夏,0.0036,2021
ID849,景区,茂名露天矿生态公园,0.0036,2021
ID850,景点,上,0.0036,2021
ID851,景点,西粤北路,0.0036,2021
ID852,民宿,华书店河东店,0.0036,2021
ID853,景区,河东店,0.0036,2021
ID854,景点,杨凌,0.0036,2021
ID855,景区,马贵高山,0.0036,2021
ID856,景点,官渡二路,0.0036,2021
ID857,景区,东省,0.0036,2021
ID858,景点,旺远农庄,0.0036,2021
ID859,景点,茂名甲子大道,0.0036,2021
ID860,景点,茂名安联合旗,0.0036,2021
ID861,景区,八角楼,0.0036,2021
ID862,景点,冼夫人文化影视,0.0036,2021
ID863,景点,湛江吴川机场,0.0036,2021
ID864,特色餐饮,棒子炸鸡•脆鸡饭（传湾新天地店）,0.0036,2021
ID865,景点,茂名市文化广场,0.0036,2021
ID866,景点,新湖公,0.0036,2021
ID867,景点,钟,0.0036,2021
ID868,乡村旅游,大唐,0.0036,2021
ID869,景区,茂南区牙象大地艺术公园,0.0036,2021
ID870,景点,茂名市文化馆,0.0036,2021
ID871,乡村旅游,北京人民大会堂,0.0036,2021
ID872,景区,新疆,0.0036,2021
ID873,景点,信宜思,0.0036,2021
ID874,特色餐饮,川味龙虾馆（官山路店）,0.0036,2021
ID875,酒店,茂名市钧明城城市会客厅,0.0036,2021
ID876,景点,茂名汽车,0.0036,2021
ID877,景区,沙琅镇新城公园,0.0036,2021
ID878,景点,白石村,0.0036,2021
ID879,景区,茂名市露天矿博物馆,0.0036,2021
ID880,景区,茂名博贺港码头,0.0036,2021
ID881,酒店,崖门渡口,0.0036,2021
ID882,酒店,桂园,0.0036,2021
ID883,景区,御水古温泉度假村,0.0036,2021
ID884,酒店,北部,0.0036,2021
ID885,景点,生态公园,0.0036,2021
ID886,景区,河西,0.0036,2021
ID887,景区,新兴县天堂镇,0.0036,2021
ID888,景区,庐山村,0.0036,2021
ID889,酒店,锦绣嘉园,0.0036,2021
ID890,乡村旅游,杏花村,0.0036,2021
ID891,景区,冼太夫人故里文化旅游区,0.0036,2021
ID892,特色餐饮,黑色经典长沙臭豆腐（为民路店）,0.0036,2021
ID893,景点,长岭,0.0036,2021
ID894,酒店,哈曼酒店(化州火车站店),0.0036,2021
ID895,景点,河西街油城社区,0.0036,2021
ID896,酒店,化州桐趣电影游戏主题酒店,0.0035,2021
ID897,景点,北京市东城区,0.0035,2021
ID898,民宿,西大山,0.0035,2021
ID899,民宿,茂名市电白区博物馆,0.0035,2021
ID900,景区,茂名市露天矿生态公园,0.0035,2021
ID901,特色餐饮,至尊比萨（电城旗舰店）,0.0035,2021
ID902,特色餐饮,麦当劳（明湖店）,0.0035,2021
ID903,特色餐饮,三两粉（茂名东汇城店）,0.0035,2021
ID904,景点,石家庄市,0.0035,2021
ID905,乡村旅游,正村文化广场,0.0034,2021
ID906,景点,长安区博雅盛世,0.0033,2021
ID907,景区,信宜莲花湖庄园景区,0.0032,2021
ID908,特色餐饮,围炉海鲜烤肉自助（金港湾店）,0.0032,2021
ID909,景区,茂名市钧明城,0.0032,2021
ID910,景区,茂名市钧明城演艺厅,0.0031,2021
ID911,酒店,化州森思思酒店,0.0031,2021
ID912,景区,茂名）国家热带农业公园,0.003,2021
ID913,酒店,茂名化州丽登酒店,0.0026,2021
ID914,景点,油城六路,0.0023,2021
ID915,景点,长尾公村,-0.0008,2021
ID916,特色餐饮,周黑鸭（东汇城店）,-0.0009,2021
ID917,景区,镇隆古城,-0.0018,2021
ID918,景区,雅米乐园,-0.0019,2021
ID919,酒店,麗枫酒店(茂名水东店),-0.0019,2021
ID920,特色餐饮,相聚时光（化州店）,-0.0019,2021
